Cutoff_label,dominance_cutoff,n_subsample,OTU_group,Treatment,Occupancy_class,prop_Mean,prop_Median,prop_Q2.5,prop_Q97.5,n_Median,N_iterations
0.01%,1e-4,14,Abundant OTUs,D1,Lost (0),0.00819672131147541,0.00819672131147541,0.00819672131147541,0.00819672131147541,6,1000
0.01%,1e-4,14,Abundant OTUs,D1,Transient (0-0.25],0.12431693989071038,0.12431693989071038,0.12431693989071038,0.12431693989071038,91,1000
0.01%,1e-4,14,Abundant OTUs,D1,Intermediate (0.25-0.50],0.23497267759562843,0.23497267759562843,0.23497267759562843,0.23497267759562843,172,1000
0.01%,1e-4,14,Abundant OTUs,D1,High (0.50-<1.00),0.3237704918032787,0.3237704918032787,0.3237704918032787,0.3237704918032787,237,1000
0.01%,1e-4,14,Abundant OTUs,D1,Persistent (1.00),0.3087431693989071,0.3087431693989071,0.3087431693989071,0.3087431693989071,226,1000
0.01%,1e-4,14,Abundant OTUs,D3,Lost (0),0.7294344262295082,0.7295081967213115,0.7158128415300546,0.75,534,1000
0.01%,1e-4,14,Abundant OTUs,D3,Transient (0-0.25],0.12030601092896175,0.12158469945355191,0.10245901639344263,0.13387978142076504,89,1000
0.01%,1e-4,14,Abundant OTUs,D3,Intermediate (0.25-0.50],0.04297677595628415,0.04234972677595628,0.03551912568306011,0.04918032786885246,31,1000
0.01%,1e-4,14,Abundant OTUs,D3,High (0.50-<1.00),0.043564207650273225,0.04371584699453552,0.03551912568306011,0.05191256830601093,32,1000
0.01%,1e-4,14,Abundant OTUs,D3,Persistent (1.00),0.06371857923497268,0.06420765027322405,0.060109289617486336,0.06693989071038252,47,1000
0.01%,1e-4,14,Abundant OTUs,D5,Lost (0),0.8498715846994536,0.8497267759562842,0.8401639344262295,0.8620218579234973,622,1000
0.01%,1e-4,14,Abundant OTUs,D5,Transient (0-0.25],0.06090983606557377,0.06147540983606557,0.04781420765027322,0.07240437158469945,45,1000
0.01%,1e-4,14,Abundant OTUs,D5,Intermediate (0.25-0.50],0.013601092896174864,0.01366120218579235,0.009562841530054645,0.017759562841530054,10,1000
0.01%,1e-4,14,Abundant OTUs,D5,High (0.50-<1.00),0.04059836065573771,0.040983606557377046,0.03551912568306011,0.045081967213114756,30,1000
0.01%,1e-4,14,Abundant OTUs,D5,Persistent (1.00),0.03501912568306011,0.03551912568306011,0.031420765027322405,0.03961748633879782,26,1000
0.01%,1e-4,14,Abundant OTUs,D6,Lost (0),0.8643948087431694,0.8647540983606558,0.8469945355191257,0.8797814207650273,633,1000
0.01%,1e-4,14,Abundant OTUs,D6,Transient (0-0.25],0.05753142076502732,0.05737704918032787,0.03825136612021858,0.07650273224043716,42,1000
0.01%,1e-4,14,Abundant OTUs,D6,Intermediate (0.25-0.50],0.026663934426229507,0.0273224043715847,0.017759562841530054,0.03551912568306011,20,1000
0.01%,1e-4,14,Abundant OTUs,D6,High (0.50-<1.00),0.03184972677595629,0.031420765027322405,0.02459016393442623,0.03828551912568303,23,1000
0.01%,1e-4,14,Abundant OTUs,D6,Persistent (1.00),0.019560109289617485,0.020491803278688523,0.012295081967213115,0.025956284153005466,15,1000
0.01%,1e-4,14,Abundant OTUs,D7,Lost (0),0.85149043715847,0.8524590163934426,0.8155737704918032,0.8880122950819672,624,1000
0.01%,1e-4,14,Abundant OTUs,D7,Transient (0-0.25],0.10040437158469945,0.09972677595628415,0.06420765027322405,0.1366120218579235,73,1000
0.01%,1e-4,14,Abundant OTUs,D7,Intermediate (0.25-0.50],0.020726775956284152,0.020491803278688523,0.01366120218579235,0.0273224043715847,15,1000
0.01%,1e-4,14,Abundant OTUs,D7,High (0.50-<1.00),0.021280054644808744,0.020491803278688523,0.01639344262295082,0.0273224043715847,15,1000
0.01%,1e-4,14,Abundant OTUs,D7,Persistent (1.00),0.006098360655737705,0.00546448087431694,0.004098360655737705,0.009562841530054645,4,1000
0.01%,1e-4,14,Rare OTUs,D0,Lost (0),0,0,0,0,0,1000
0.01%,1e-4,14,Rare OTUs,D0,Transient (0-0.25],0.14055727554179567,0.14055727554179567,0.14055727554179567,0.14055727554179567,227,1000
0.01%,1e-4,14,Rare OTUs,D0,Intermediate (0.25-0.50],0.2773993808049536,0.2773993808049536,0.2773993808049536,0.2773993808049536,448,1000
0.01%,1e-4,14,Rare OTUs,D0,High (0.50-<1.00),0.47058823529411764,0.47058823529411764,0.47058823529411764,0.47058823529411764,760,1000
0.01%,1e-4,14,Rare OTUs,D0,Persistent (1.00),0.11145510835913312,0.11145510835913312,0.11145510835913312,0.11145510835913312,180,1000
0.01%,1e-4,14,Rare OTUs,D1,Lost (0),0.07987616099071207,0.07987616099071207,0.07987616099071207,0.07987616099071207,129,1000
0.01%,1e-4,14,Rare OTUs,D1,Transient (0-0.25],0.3108359133126935,0.3108359133126935,0.3108359133126935,0.3108359133126935,502,1000
0.01%,1e-4,14,Rare OTUs,D1,Intermediate (0.25-0.50],0.24086687306501547,0.24086687306501547,0.24086687306501547,0.24086687306501547,389,1000
0.01%,1e-4,14,Rare OTUs,D1,High (0.50-<1.00),0.27678018575851393,0.27678018575851393,0.27678018575851393,0.27678018575851393,447,1000
0.01%,1e-4,14,Rare OTUs,D1,Persistent (1.00),0.09164086687306501,0.09164086687306501,0.09164086687306501,0.09164086687306501,148,1000
0.01%,1e-4,14,Rare OTUs,D3,Lost (0),0.7310458204334366,0.7306501547987616,0.7176470588235294,0.7486222910216718,1180,1000
0.01%,1e-4,14,Rare OTUs,D3,Transient (0-0.25],0.14875541795665634,0.14922600619195048,0.1386996904024768,0.1585139318885449,241,1000
0.01%,1e-4,14,Rare OTUs,D3,Intermediate (0.25-0.50],0.05801981424148607,0.05820433436532508,0.05077399380804953,0.06625386996904024,94,1000
0.01%,1e-4,14,Rare OTUs,D3,High (0.50-<1.00),0.039156656346749225,0.03900928792569659,0.034055727554179564,0.04396284829721362,63,1000
0.01%,1e-4,14,Rare OTUs,D3,Persistent (1.00),0.023022291021671828,0.022910216718266253,0.021052631578947368,0.025386996904024767,37,1000
0.01%,1e-4,14,Rare OTUs,D5,Lost (0),0.8470160990712075,0.8464396284829722,0.8402476780185758,0.8557275541795666,1367,1000
0.01%,1e-4,14,Rare OTUs,D5,Transient (0-0.25],0.08630092879256966,0.08668730650154799,0.07863777089783282,0.09287925696594428,140,1000
0.01%,1e-4,14,Rare OTUs,D5,Intermediate (0.25-0.50],0.03159442724458204,0.031578947368421054,0.026625386996904025,0.03529411764705882,51,1000
0.01%,1e-4,14,Rare OTUs,D5,High (0.50-<1.00),0.02761733746130031,0.02786377708978328,0.025371517027863777,0.029721362229102165,45,1000
0.01%,1e-4,14,Rare OTUs,D5,Persistent (1.00),0.007471207430340557,0.007430340557275541,0.006191950464396285,0.009287925696594427,12,1000
0.01%,1e-4,14,Rare OTUs,D6,Lost (0),0.8473919504643963,0.8470588235294118,0.83343653250774,0.8619195046439628,1368,1000
0.01%,1e-4,14,Rare OTUs,D6,Transient (0-0.25],0.09599133126934985,0.09597523219814241,0.08235294117647059,0.10959752321981424,155,1000
0.01%,1e-4,14,Rare OTUs,D6,Intermediate (0.25-0.50],0.032671826625387,0.03281733746130031,0.026625386996904025,0.03900928792569659,53,1000
0.01%,1e-4,14,Rare OTUs,D6,High (0.50-<1.00),0.021508359133126934,0.021671826625386997,0.01609907120743034,0.026006191950464396,35,1000
0.01%,1e-4,14,Rare OTUs,D6,Persistent (1.00),0.002436532507739938,0.002476780185758514,6.191950464396285e-4,0.0043343653250774,4,1000
0.01%,1e-4,14,Rare OTUs,D7,Lost (0),0.8693517027863777,0.8693498452012384,0.8414860681114551,0.8947368421052632,1404,1000
0.01%,1e-4,14,Rare OTUs,D7,Transient (0-0.25],0.10655232198142416,0.1065015479876161,0.08111455108359134,0.13374613003095975,172,1000
0.01%,1e-4,14,Rare OTUs,D7,Intermediate (0.25-0.50],0.01398328173374613,0.013622291021671827,0.0086687306501548,0.019814241486068113,22,1000
0.01%,1e-4,14,Rare OTUs,D7,High (0.50-<1.00),0.009656346749226006,0.009907120743034056,0.006191950464396285,0.01238390092879257,16,1000
0.01%,1e-4,14,Rare OTUs,D7,Persistent (1.00),4.563467492260062e-4,6.191950464396285e-4,0,0.001238390092879257,1,1000
0.1%,0.001,8,Abundant OTUs,D0,Lost (0),0,0,0,0,0,1000
0.1%,0.001,8,Abundant OTUs,D0,Transient (0-0.25],0,0,0,0,0,1000
0.1%,0.001,8,Abundant OTUs,D0,Intermediate (0.25-0.50],0,0,0,0,0,1000
0.1%,0.001,8,Abundant OTUs,D0,High (0.50-<1.00),0,0,0,0,0,1000
0.1%,0.001,8,Abundant OTUs,D0,Persistent (1.00),1,1,1,1,109,1000
0.1%,0.001,8,Abundant OTUs,D1,Lost (0),0,0,0,0,0,1000
0.1%,0.001,8,Abundant OTUs,D1,Transient (0-0.25],7.540949310932254e-4,0,0,0.009259259259259259,0,1000
0.1%,0.001,8,Abundant OTUs,D1,Intermediate (0.25-0.50],0.00753771744903493,0.009174311926605505,0,0.01834862385321101,1,1000
0.1%,0.001,8,Abundant OTUs,D1,High (0.50-<1.00),0.05005223241366427,0.047619047619047616,0.027777777777777776,0.07339449541284404,5,1000
0.1%,0.001,8,Abundant OTUs,D1,Persistent (1.00),0.9416559552062076,0.9433962264150944,0.918918918918919,0.9626168224299065,102,1000
0.1%,0.001,8,Abundant OTUs,D3,Lost (0),0.49229590801511636,0.49074074074074076,0.4444444444444444,0.5454545454545454,53,1000
0.1%,0.001,8,Abundant OTUs,D3,Transient (0-0.25],0.1495417728152587,0.1509433962264151,0.10473719676549866,0.19095287739783148,16,1000
0.1%,0.001,8,Abundant OTUs,D3,Intermediate (0.25-0.50],0.060532612653471006,0.06334971334971334,0.02702702702702703,0.0970873786407767,7,1000
0.1%,0.001,8,Abundant OTUs,D3,High (0.50-<1.00),0.1020625648471406,0.10185185185185185,0.07205598455598455,0.13333333333333333,11,1000
0.1%,0.001,8,Abundant OTUs,D3,Persistent (1.00),0.19556714166901334,0.1926605504587156,0.17272727272727273,0.22935779816513763,21,1000
0.1%,0.001,8,Abundant OTUs,D5,Lost (0),0.7071998447041722,0.7064220183486238,0.6666666666666666,0.7522935779816514,76,1000
0.1%,0.001,8,Abundant OTUs,D5,Transient (0-0.25],0.08682525049033388,0.08653846153846154,0.03737452405676704,0.12847009853890587,9,1000
0.1%,0.001,8,Abundant OTUs,D5,Intermediate (0.25-0.50],0.016816395958414804,0.01834862385321101,0,0.03704569055036344,2,1000
0.1%,0.001,8,Abundant OTUs,D5,High (0.50-<1.00),0.07298954610352612,0.07339449541284404,0.04504504504504504,0.10091743119266056,8,1000
0.1%,0.001,8,Abundant OTUs,D5,Persistent (1.00),0.11616896274355303,0.11572802197802198,0.09818611303744798,0.1389213395638629,12,1000
0.1%,0.001,8,Abundant OTUs,D6,Lost (0),0.7411798968824732,0.7410714285714286,0.7102418110879231,0.7727272727272727,80,1000
0.1%,0.001,8,Abundant OTUs,D6,Transient (0-0.25],0.0688645853963312,0.0673076923076923,0.027522935779816515,0.1111111111111111,7,1000
0.1%,0.001,8,Abundant OTUs,D6,Intermediate (0.25-0.50],0.0537287797363446,0.05504587155963303,0.01904312668463612,0.09009009009009009,6,1000
0.1%,0.001,8,Abundant OTUs,D6,High (0.50-<1.00),0.06526041182100607,0.06422018348623854,0.036036036036036036,0.102803738317757,7,1000
0.1%,0.001,8,Abundant OTUs,D6,Persistent (1.00),0.07096632616384495,0.07547169811320754,0.03636363636363636,0.0961771844660194,8,1000
0.1%,0.001,8,Abundant OTUs,D7,Lost (0),0.7702840890823209,0.7727272727272727,0.7142857142857143,0.8165137614678899,83,1000
0.1%,0.001,8,Abundant OTUs,D7,Transient (0-0.25],0.09857995640004928,0.09523809523809523,0.05405405405405406,0.1574074074074074,10,1000
0.1%,0.001,8,Abundant OTUs,D7,Intermediate (0.25-0.50],0.04426975778151324,0.045454545454545456,0.01818181818181818,0.07339449541284404,5,1000
0.1%,0.001,8,Abundant OTUs,D7,High (0.50-<1.00),0.04550164333985128,0.045871559633027525,0.018518518518518517,0.07272727272727272,5,1000
0.1%,0.001,8,Abundant OTUs,D7,Persistent (1.00),0.04136455339626532,0.03791554357592093,0.02727272727272727,0.06481481481481481,4,1000
0.1%,0.001,8,Rare OTUs,D0,Lost (0),0,0,0,0,0,1000
0.1%,0.001,8,Rare OTUs,D0,Transient (0-0.25],0.15209514680791772,0.15291208328883452,0.11749505311966078,0.179839025006098,340,1000
0.1%,0.001,8,Rare OTUs,D0,Intermediate (0.25-0.50],0.1712730972034717,0.16640432593196697,0.12933705843523688,0.2116788321167883,369.5,1000
0.1%,0.001,8,Rare OTUs,D0,High (0.50-<1.00),0.2776772592679463,0.2789023841655421,0.2553474757648244,0.3002267573696145,618,1000
0.1%,0.001,8,Rare OTUs,D0,Persistent (1.00),0.3989544967206643,0.39705232611714836,0.38693332483426823,0.4196168146742206,880,1000
0.1%,0.001,8,Rare OTUs,D1,Lost (0),0.11619279761313298,0.116147918861022,0.10374187341610866,0.12824067706907116,257,1000
0.1%,0.001,8,Rare OTUs,D1,Transient (0-0.25],0.27404012390353527,0.2737251378025884,0.2597088685544762,0.2893804040897917,606,1000
0.1%,0.001,8,Rare OTUs,D1,Intermediate (0.25-0.50],0.2023666674006113,0.20252025202520252,0.1845083786356975,0.22031736480650893,448,1000
0.1%,0.001,8,Rare OTUs,D1,High (0.50-<1.00),0.25097889132186463,0.25112918164421905,0.23180540826496593,0.26952723432614145,556,1000
0.1%,0.001,8,Rare OTUs,D1,Persistent (1.00),0.15642151976085583,0.1485697061268313,0.13777422654467159,0.18418647166361973,329,1000
0.1%,0.001,8,Rare OTUs,D3,Lost (0),0.788724530379948,0.7875565795688866,0.7684333460249027,0.8157936489001288,1742,1000
0.1%,0.001,8,Rare OTUs,D3,Transient (0-0.25],0.10825361029468795,0.10909091458749684,0.09377712200273805,0.11875864866154506,241,1000
0.1%,0.001,8,Rare OTUs,D3,Intermediate (0.25-0.50],0.038311507322065966,0.038288288288288286,0.029892521122631202,0.04717193417454953,85,1000
0.1%,0.001,8,Rare OTUs,D3,High (0.50-<1.00),0.03127984521889473,0.031093954546850135,0.02433528616493916,0.03942002718622564,69,1000
0.1%,0.001,8,Rare OTUs,D3,Persistent (1.00),0.03343050678440326,0.03337843933243121,0.030122959604921052,0.03693735308088621,74,1000
0.1%,0.001,8,Rare OTUs,D5,Lost (0),0.8812974526832629,0.8810552990681625,0.8699586649874774,0.8932467209856916,1950,1000
0.1%,0.001,8,Rare OTUs,D5,Transient (0-0.25],0.059157350398581436,0.059325842696629216,0.049453854753518954,0.06796034379489137,131,1000
0.1%,0.001,8,Rare OTUs,D5,Intermediate (0.25-0.50],0.020349985075119655,0.02032520325203252,0.014518234675995494,0.025722311976921385,45,1000
0.1%,0.001,8,Rare OTUs,D5,High (0.50-<1.00),0.02347403083280523,0.02341287708239532,0.019773114993620607,0.027200077784469378,52,1000
0.1%,0.001,8,Rare OTUs,D5,Persistent (1.00),0.01572118101023082,0.01575157515751575,0.012697981366459627,0.018674611531454582,35,1000
0.1%,0.001,8,Rare OTUs,D6,Lost (0),0.8865691966732724,0.8864864864864865,0.8717931345980126,0.9023424296116662,1962,1000
0.1%,0.001,8,Rare OTUs,D6,Transient (0-0.25],0.06482685049736764,0.0647045640388867,0.05185915165499438,0.07772050166538746,143,1000
0.1%,0.001,8,Rare OTUs,D6,Intermediate (0.25-0.50],0.022170316905384478,0.022016341964949677,0.016734320138580484,0.028298643512196565,48.5,1000
0.1%,0.001,8,Rare OTUs,D6,High (0.50-<1.00),0.018937243413383827,0.01914574223897922,0.013927362069142758,0.023402340234023402,42,1000
0.1%,0.001,8,Rare OTUs,D6,Persistent (1.00),0.007496392510591628,0.0073059360730593605,0.0049504950495049506,0.010402650466302793,16,1000
0.1%,0.001,8,Rare OTUs,D7,Lost (0),0.9060487483956485,0.9057497402991461,0.8785986793209334,0.9304300095646242,2004,1000
0.1%,0.001,8,Rare OTUs,D7,Transient (0-0.25],0.07126807631256796,0.07150983707467469,0.04729464014576375,0.09843458923628073,158,1000
0.1%,0.001,8,Rare OTUs,D7,Intermediate (0.25-0.50],0.01110675018366058,0.010976446949473955,0.00719416377010751,0.015752641374245726,24,1000
0.1%,0.001,8,Rare OTUs,D7,High (0.50-<1.00),0.01007479946140354,0.010031921830606364,0.006334841628959276,0.013870866143765032,22,1000
0.1%,0.001,8,Rare OTUs,D7,Persistent (1.00),0.00150162564671944,0.0013544018058690745,0,0.0036019810895992796,3,1000
0.1%,0.001,10,Abundant OTUs,D0,Lost (0),0,0,0,0,0,1000
0.1%,0.001,10,Abundant OTUs,D0,Transient (0-0.25],0,0,0,0,0,1000
0.1%,0.001,10,Abundant OTUs,D0,Intermediate (0.25-0.50],0,0,0,0,0,1000
0.1%,0.001,10,Abundant OTUs,D0,High (0.50-<1.00),0,0,0,0,0,1000
0.1%,0.001,10,Abundant OTUs,D0,Persistent (1.00),1,1,1,1,108,1000
0.1%,0.001,10,Abundant OTUs,D1,Lost (0),0,0,0,0,0,1000
0.1%,0.001,10,Abundant OTUs,D1,Transient (0-0.25],1.835016835016835e-5,0,0,0,0,1000
0.1%,0.001,10,Abundant OTUs,D1,Intermediate (0.25-0.50],0.008153250433480764,0.009174311926605505,0,0.018518518518518517,1,1000
0.1%,0.001,10,Abundant OTUs,D1,High (0.50-<1.00),0.057617236149427924,0.05555555555555555,0.037037037037037035,0.07622746185852979,6,1000
0.1%,0.001,10,Abundant OTUs,D1,Persistent (1.00),0.9342111632487412,0.9351851851851852,0.9166666666666666,0.9537037037037037,101,1000
0.1%,0.001,10,Abundant OTUs,D3,Lost (0),0.4701332265342152,0.46788990825688076,0.42592592592592593,0.5229357798165137,51,1000
0.1%,0.001,10,Abundant OTUs,D3,Transient (0-0.25],0.15291635864812067,0.15454545454545454,0.1111111111111111,0.19090909090909092,17,1000
0.1%,0.001,10,Abundant OTUs,D3,Intermediate (0.25-0.50],0.0761382168303939,0.07476635514018691,0.0380952380952381,0.1111111111111111,8,1000
0.1%,0.001,10,Abundant OTUs,D3,High (0.50-<1.00),0.11166818069188557,0.1111111111111111,0.08998069498069498,0.1388888888888889,12,1000
0.1%,0.001,10,Abundant OTUs,D3,Persistent (1.00),0.18914401729538466,0.18691588785046728,0.17272727272727273,0.21495327102803738,20,1000
0.1%,0.001,10,Abundant OTUs,D5,Lost (0),0.6890923107289147,0.6880733944954128,0.6513653280249264,0.7289719626168224,75,1000
0.1%,0.001,10,Abundant OTUs,D5,Transient (0-0.25],0.09910189435994281,0.10091743119266056,0.05454545454545454,0.13761467889908258,11,1000
0.1%,0.001,10,Abundant OTUs,D5,Intermediate (0.25-0.50],0.0204482200894888,0.018518518518518517,0,0.04504504504504504,2,1000
0.1%,0.001,10,Abundant OTUs,D5,High (0.50-<1.00),0.08174712773235718,0.08256880733944955,0.05454545454545454,0.10476190476190476,9,1000
0.1%,0.001,10,Abundant OTUs,D5,Persistent (1.00),0.10961044708929642,0.11009174311926606,0.09172226855713095,0.1308411214953271,12,1000
0.1%,0.001,10,Abundant OTUs,D6,Lost (0),0.7330147390482841,0.7336391437308869,0.7019230769230769,0.7614678899082569,79,1000
0.1%,0.001,10,Abundant OTUs,D6,Transient (0-0.25],0.0611097158269691,0.06363636363636363,0.02659684065934067,0.102803738317757,7,1000
0.1%,0.001,10,Abundant OTUs,D6,Intermediate (0.25-0.50],0.06933036208433285,0.07272727272727272,0.03669724770642202,0.10091743119266056,8,1000
0.1%,0.001,10,Abundant OTUs,D6,High (0.50-<1.00),0.07146573906571273,0.06698717948717949,0.03737452405676704,0.10476190476190476,7,1000
0.1%,0.001,10,Abundant OTUs,D6,Persistent (1.00),0.06507944397470126,0.07272727272727272,0.03636363636363636,0.09259259259259259,8,1000
0.1%,0.001,10,Abundant OTUs,D7,Lost (0),0.7555393878190717,0.7547169811320755,0.7018983644859813,0.8019330805854347,82,1000
0.1%,0.001,10,Abundant OTUs,D7,Transient (0-0.25],0.09778799043356748,0.09523809523809523,0.046296296296296294,0.15454545454545454,10,1000
0.1%,0.001,10,Abundant OTUs,D7,Intermediate (0.25-0.50],0.059591324977597816,0.05714285714285714,0.027777777777777776,0.08571428571428572,6,1000
0.1%,0.001,10,Abundant OTUs,D7,High (0.50-<1.00),0.04830280091101226,0.046296296296296294,0.027522935779816515,0.07339449541284404,5,1000
0.1%,0.001,10,Abundant OTUs,D7,Persistent (1.00),0.03877849585875069,0.037037037037037035,0.02727272727272727,0.056074766355140186,4,1000
0.1%,0.001,10,Rare OTUs,D0,Lost (0),0,0,0,0,0,1000
0.1%,0.001,10,Rare OTUs,D0,Transient (0-0.25],0.10473465029787961,0.10120913569189431,0.08856755535472209,0.12780699466997972,226,1000
0.1%,0.001,10,Rare OTUs,D0,Intermediate (0.25-0.50],0.21392681104298078,0.21374045801526717,0.19567079925519126,0.2321266968325792,476,1000
0.1%,0.001,10,Rare OTUs,D0,High (0.50-<1.00),0.3073222384412643,0.3087278526510369,0.2861692447679709,0.32199158609679795,688,1000
0.1%,0.001,10,Rare OTUs,D0,Persistent (1.00),0.37401630021787535,0.37331838023971603,0.3662162162162162,0.38566001691782786,833,1000
0.1%,0.001,10,Rare OTUs,D1,Lost (0),0.09002033498688791,0.09005376344086022,0.08161160858624908,0.09914385448402202,201,1000
0.1%,0.001,10,Rare OTUs,D1,Transient (0-0.25],0.23520426727082888,0.23503032802550974,0.2250100836540747,0.24551971326164876,524,1000
0.1%,0.001,10,Rare OTUs,D1,Intermediate (0.25-0.50],0.2606058902845434,0.26153157187639947,0.24394373050029594,0.27419463427346963,582,1000
0.1%,0.001,10,Rare OTUs,D1,High (0.50-<1.00),0.27292246527455066,0.27352343720056727,0.2581081081081081,0.2853958538445204,610,1000
0.1%,0.001,10,Rare OTUs,D1,Persistent (1.00),0.14124704218318915,0.1354867653656348,0.12942230183609493,0.16450178523865894,302,1000
0.1%,0.001,10,Rare OTUs,D3,Lost (0),0.772151545509203,0.7716463355725447,0.7536918224835355,0.7938934717776136,1720,1000
0.1%,0.001,10,Rare OTUs,D3,Transient (0-0.25],0.1105091939921572,0.11081141706982892,0.09901322838266664,0.12036063681747551,247,1000
0.1%,0.001,10,Rare OTUs,D3,Intermediate (0.25-0.50],0.052510993436798874,0.05246636771300448,0.04349775784753363,0.06152467391319758,117,1000
0.1%,0.001,10,Rare OTUs,D3,High (0.50-<1.00),0.033452095088508105,0.033183856502242155,0.027354260089686097,0.04043369100398175,74,1000
0.1%,0.001,10,Rare OTUs,D3,Persistent (1.00),0.03137617197333283,0.03136200716845878,0.028660994178235557,0.03451444519585055,70,1000
0.1%,0.001,10,Rare OTUs,D5,Lost (0),0.8713598346918351,0.8710255261979399,0.8617732504555358,0.8824096982538363,1942,1000
0.1%,0.001,10,Rare OTUs,D5,Transient (0-0.25],0.06126938232914354,0.061389738424071784,0.05262921560749651,0.06927686501584909,137,1000
0.1%,0.001,10,Rare OTUs,D5,Intermediate (0.25-0.50],0.027512447200201736,0.02774649722240882,0.022461814914645103,0.032244341077553335,62,1000
0.1%,0.001,10,Rare OTUs,D5,High (0.50-<1.00),0.025753172403455534,0.025652565256525654,0.02243133219465384,0.029083099505506717,57,1000
0.1%,0.001,10,Rare OTUs,D5,Persistent (1.00),0.014105163375364051,0.013957676722197209,0.011648745519713262,0.01703272075302555,31,1000
0.1%,0.001,10,Rare OTUs,D6,Lost (0),0.8761362905312391,0.8758125918317712,0.862269674986818,0.8914834655061963,1952,1000
0.1%,0.001,10,Rare OTUs,D6,Transient (0-0.25],0.06750489064524062,0.06727966250022632,0.05508284818629646,0.07989317693171531,150,1000
0.1%,0.001,10,Rare OTUs,D6,Intermediate (0.25-0.50],0.029672947117109556,0.029583146571044376,0.02376681614349776,0.036339573300535694,66,1000
0.1%,0.001,10,Rare OTUs,D6,High (0.50-<1.00),0.02026001041762328,0.020192955918917677,0.015657485202527327,0.024674742036787798,45,1000
0.1%,0.001,10,Rare OTUs,D6,Persistent (1.00),0.0064258612887874815,0.006293549430118827,0.004052092072402411,0.008964589870013447,14,1000
0.1%,0.001,10,Rare OTUs,D7,Lost (0),0.8932409277766723,0.8934974122490298,0.864244268045711,0.9212069357484128,1991,1000
0.1%,0.001,10,Rare OTUs,D7,Transient (0-0.25],0.07969408139055821,0.07974910394265233,0.0529617040110249,0.10659666652147215,178,1000
0.1%,0.001,10,Rare OTUs,D7,Intermediate (0.25-0.50],0.015314681415606966,0.015243219775161654,0.010327563571430443,0.020216624982094936,34,1000
0.1%,0.001,10,Rare OTUs,D7,High (0.50-<1.00),0.010693150767538623,0.010752688172043012,0.007178026302289229,0.014356213548676536,24,1000
0.1%,0.001,10,Rare OTUs,D7,Persistent (1.00),0.0010571586496239082,8.976660682226212e-4,0,0.002691820244484126,2,1000
0.1%,0.001,12,Abundant OTUs,D0,Lost (0),0,0,0,0,0,1000
0.1%,0.001,12,Abundant OTUs,D0,Transient (0-0.25],0,0,0,0,0,1000
0.1%,0.001,12,Abundant OTUs,D0,Intermediate (0.25-0.50],0,0,0,0,0,1000
0.1%,0.001,12,Abundant OTUs,D0,High (0.50-<1.00),0,0,0,0,0,1000
0.1%,0.001,12,Abundant OTUs,D0,Persistent (1.00),1,1,1,1,108,1000
0.1%,0.001,12,Abundant OTUs,D1,Lost (0),0,0,0,0,0,1000
0.1%,0.001,12,Abundant OTUs,D1,Transient (0-0.25],0,0,0,0,0,1000
0.1%,0.001,12,Abundant OTUs,D1,Intermediate (0.25-0.50],0.007032671042037908,0.009174311926605505,0,0.009433962264150943,1,1000
0.1%,0.001,12,Abundant OTUs,D1,High (0.50-<1.00),0.06335546623628216,0.06422018348623854,0.046296296296296294,0.08181818181818182,7,1000
0.1%,0.001,12,Abundant OTUs,D1,Persistent (1.00),0.92961186272168,0.9272727272727272,0.9174311926605505,0.9444444444444444,101,1000
0.1%,0.001,12,Abundant OTUs,D3,Lost (0),0.4492717054639635,0.4485981308411215,0.411214953271028,0.4954128440366973,49,1000
0.1%,0.001,12,Abundant OTUs,D3,Transient (0-0.25],0.1861067024083093,0.18691588785046728,0.14545454545454545,0.2222222222222222,20,1000
0.1%,0.001,12,Abundant OTUs,D3,Intermediate (0.25-0.50],0.06074190381800854,0.06363636363636363,0.027777777777777776,0.09090909090909091,7,1000
0.1%,0.001,12,Abundant OTUs,D3,High (0.50-<1.00),0.11809675370275466,0.11926605504587157,0.09345794392523364,0.1442613636363636,13,1000
0.1%,0.001,12,Abundant OTUs,D3,Persistent (1.00),0.18578293460696405,0.18518518518518517,0.17272727272727273,0.205607476635514,20,1000
0.1%,0.001,12,Abundant OTUs,D5,Lost (0),0.6772856463566325,0.6759259259259259,0.6422018348623854,0.7155963302752294,73,1000
0.1%,0.001,12,Abundant OTUs,D5,Transient (0-0.25],0.11915847946475694,0.12037037037037036,0.07476635514018691,0.1559633027522936,13,1000
0.1%,0.001,12,Abundant OTUs,D5,Intermediate (0.25-0.50],0.009139952410347135,0.009174311926605505,0,0.027777777777777776,1,1000
0.1%,0.001,12,Abundant OTUs,D5,High (0.50-<1.00),0.0900976178473186,0.09174311926605505,0.06422018348623854,0.11113707165109031,10,1000
0.1%,0.001,12,Abundant OTUs,D5,Persistent (1.00),0.10431830392094484,0.10185185185185185,0.09090909090909091,0.12149532710280374,11,1000
0.1%,0.001,12,Abundant OTUs,D6,Lost (0),0.7264429831680813,0.7272727272727273,0.6972477064220184,0.7545454545454545,79,1000
0.1%,0.001,12,Abundant OTUs,D6,Transient (0-0.25],0.07666321601998885,0.07476635514018691,0.037037037037037035,0.11926605504587157,8,1000
