"Common_n","Group","Metric","Mean","Median","Q2.5","Q97.5","N_iterations","Ref_Median","Difference_from_n14","Ratio_to_n14","Same_sign_as_n14"
10,"D7","Exp_slope",-0.267652942403173,-0.270060241648506,-0.329710849005865,-0.199179390501093,100,-0.187600876383773,-0.0824593652647325,1.43954680198853,TRUE
10,"D7","Last_over_first",0.063350976870178,0.0588364744106462,0.034047560015485,0.111356460776511,100,0.0466513701161188,0.0121851042945274,1.26119499307733,TRUE
10,"D7","Power_slope",-1.19522071661281,-1.20332076450243,-1.43283982864766,-0.916388279108231,100,-1.12443494533199,-0.0788858191704498,1.07015596544552,TRUE
10,"D7","Zeta_half_order",0.121898860824551,0.118985115537059,0.0868767555557328,0.171219680160359,100,0.0837976775340351,0.035187438003024,1.41990946573349,TRUE
10,"D7","Zeta_last",0.063350976870178,0.0588364744106462,0.034047560015485,0.111356460776511,100,0.0466513701161188,0.0121851042945274,1.26119499307733,TRUE
10,"D7","Zeta_order1",1,1,1,1,100,1,0,1,TRUE
10,"D7","Zeta_order2",0.348648028701399,0.345536586649049,0.300534068672984,0.401433149564957,100,0.346784322771164,-0.00124773612211548,0.996401982326811,TRUE
10,"D7","Zeta_order3",0.212199367350677,0.210046646731793,0.169965758541908,0.263939614937587,100,0.21077554895396,-0.000728902222166511,0.996541808450819,TRUE
12,"D0","DeltaAIC_ExpMinusPower",50.332308726718,50.0580985649705,44.4565323431356,56.5894105667232,100,58.5903595229595,-8.5322609579891,0.854374319812023,TRUE
12,"D0","Exp_slope",-0.048858365325961,-0.0489592386387425,-0.049731295677858,-0.0475362546103265,100,-0.0423354878798512,-0.00662375075889134,1.15645859043103,TRUE
12,"D0","Last_over_first",0.535334167025708,0.53503535397545,0.530426164519326,0.541816048926104,100,0.517531616123165,0.0175037378522845,1.03382158172945,TRUE
12,"D0","Power_slope",-0.250161998305574,-0.250591746227593,-0.254144388478503,-0.244620574647838,100,-0.247022820725789,-0.00356892550180399,1.01444775624907,TRUE
12,"D0","Zeta_half_order",0.624817026964275,0.624620817575126,0.621775775770621,0.629669613846447,100,0.603632830013112,0.020987987562014,1.03476946004007,TRUE
12,"D0","Zeta_last",0.535334167025708,0.53503535397545,0.530426164519326,0.541816048926104,100,0.517531616123165,0.0175037378522845,1.03382158172945,TRUE
12,"D0","Zeta_order1",1,1,1,1,100,1,0,1,TRUE
