"Common_n","Group","Metric","Mean","Median","Q2.5","Q97.5","N_iterations"
8,"D3","Zeta_last",0.308072204496968,0.308923252131189,0.282370941418662,0.331693071811263,100
8,"D3","Zeta_order1",1,1,1,1,100
8,"D3","Zeta_order2",0.587295953085837,0.588610432018595,0.569618339008281,0.601324193829706,100
8,"D3","Zeta_order3",0.461422514590017,0.462127011048653,0.439859541960325,0.479185130194391,100
8,"D5","DeltaAIC_ExpMinusPower",26.4036144358075,25.6462877208163,19.9540508125808,36.6629077113037,100
8,"D5","Exp_slope",-0.196380206185897,-0.196280066968258,-0.223078565793683,-0.173047185111982,100
8,"D5","Last_over_first",0.217993221348973,0.217476995281832,0.179285384415438,0.256375022370742,100
8,"D5","Power_slope",-0.72775450714884,-0.728713873149732,-0.818090614527889,-0.648026923433888,100
8,"D5","Zeta_half_order",0.336111330724476,0.333644565793066,0.304369419092862,0.36863537386774,100
8,"D5","Zeta_last",0.217993221348973,0.217476995281832,0.179285384415438,0.256375022370742,100
8,"D5","Zeta_order1",1,1,1,1,100
8,"D5","Zeta_order2",0.5548175381424,0.555134853941577,0.530360797522417,0.580825873159743,100
8,"D5","Zeta_order3",0.409117681402152,0.408269893361314,0.37929314156895,0.438702412957176,100
8,"D6","DeltaAIC_ExpMinusPower",24.2405985960531,23.0370086430439,16.2755985969424,35.8521428850159,100
8,"D6","Exp_slope",-0.265308804607415,-0.257662915997588,-0.319744349771257,-0.224505784471146,100
8,"D6","Last_over_first",0.129066068258824,0.133034787215257,0.0860198328690808,0.166026299812956,100
8,"D6","Power_slope",-0.987902849337068,-0.96502575600324,-1.16174043725385,-0.855376927681143,100
8,"D6","Zeta_half_order",0.222391493939445,0.224490612588997,0.186308214985599,0.257803750816409,100
8,"D6","Zeta_last",0.129066068258824,0.133034787215257,0.0860198328690808,0.166026299812956,100
8,"D6","Zeta_order1",1,1,1,1,100
8,"D6","Zeta_order2",0.448072816657118,0.452456429257582,0.411577382200207,0.481290816092782,100
8,"D6","Zeta_order3",0.291449196721046,0.295535059064604,0.254413616288119,0.324780676231773,100
8,"D7","DeltaAIC_ExpMinusPower",23.4119425001718,21.8973353454627,15.1218966981296,38.4871681932385,100
8,"D7","Exp_slope",-0.338453803654089,-0.33884172962346,-0.416677749527523,-0.251566783269079,100
8,"D7","Last_over_first",0.0736513456148484,0.0701328439906523,0.0425268766054609,0.130461510508146,100
8,"D7","Power_slope",-1.25813687418515,-1.26425255124063,-1.511082111542,-0.951114399285098,100
8,"D7","Zeta_half_order",0.151021658594736,0.147585507540526,0.107560397126889,0.217673601136931,100
8,"D7","Zeta_last",0.0736513456148484,0.0701328439906523,0.0425268766054609,0.130461510508146,100
8,"D7","Zeta_order1",1,1,1,1,100
8,"D7","Zeta_order2",0.346869545992962,0.343790064842696,0.291598465546692,0.404894631297495,100
8,"D7","Zeta_order3",0.209226567500315,0.205304775801671,0.160166516772488,0.273128342245989,100
10,"D0","DeltaAIC_ExpMinusPower",42.9884922865389,42.3294996273581,35.8678513741898,54.0353609744926,100
10,"D0","Exp_slope",-0.0576709300068644,-0.0579054916042862,-0.0591836086752906,-0.0558890957568298,100
10,"D0","Last_over_first",0.557651892065052,0.556345924928467,0.550187757382648,0.567880892132054,100
10,"D0","Power_slope",-0.25363302538686,-0.254584085916847,-0.259198016419434,-0.246385247118274,100
10,"D0","Zeta_half_order",0.652473111874172,0.651806456243017,0.646550871658246,0.663083491895356,100
10,"D0","Zeta_last",0.557651892065052,0.556345924928467,0.550187757382648,0.567880892132054,100
10,"D0","Zeta_order1",1,1,1,1,100
10,"D0","Zeta_order2",0.830529145292945,0.829803670802255,0.82691759136037,0.8378351870378,100
10,"D0","Zeta_order3",0.742966343452443,0.741853580497377,0.738001396100161,0.752996331822907,100
10,"D1","DeltaAIC_ExpMinusPower",46.9313982065946,46.4496344122649,39.5440422035592,55.133882292691,100
10,"D1","Exp_slope",-0.124476486196824,-0.127947230660657,-0.13083857701502,-0.108998500049856,100
10,"D1","Last_over_first",0.289437183266051,0.279509408688062,0.272329975102105,0.333882683269243,100
10,"D1","Power_slope",-0.545100051620622,-0.559822709969011,-0.572270626550106,-0.479244115849735,100
10,"D1","Zeta_half_order",0.406119951149719,0.397770147367489,0.388080355571748,0.446648600970077,100
10,"D1","Zeta_last",0.289437183266051,0.279509408688062,0.272329975102105,0.333882683269243,100
10,"D1","Zeta_order1",1,1,1,1,100
10,"D1","Zeta_order2",0.685612024812007,0.681841229475372,0.673366834170854,0.70821378745178,100
10,"D1","Zeta_order3",0.541731166854773,0.535530903226066,0.525377262502971,0.574438170365623,100
10,"D3","DeltaAIC_ExpMinusPower",19.8849274391157,19.8873813921268,17.6762324936939,22.2637809810523,100
10,"D3","Exp_slope",-0.113188779807785,-0.113029717765501,-0.122432283707799,-0.1049640674765,100
10,"D3","Last_over_first",0.289023549477734,0.290275207936015,0.262218825528894,0.313530414528761,100
10,"D3","Power_slope",-0.519103687677199,-0.516616269768634,-0.559539239128961,-0.484991331653181,100
10,"D3","Zeta_half_order",0.367207139320357,0.368565042205492,0.341884878514539,0.385254034572826,100
10,"D3","Zeta_last",0.289023549477734,0.290275207936015,0.262218825528894,0.313530414528761,100
10,"D3","Zeta_order1",1,1,1,1,100
10,"D3","Zeta_order2",0.589200259775036,0.589753632847425,0.573188416869119,0.604108980647443,100
10,"D3","Zeta_order3",0.463503715451436,0.463565572757589,0.440624539703199,0.480309104712968,100
10,"D5","DeltaAIC_ExpMinusPower",32.7958603308446,32.3762731025716,25.4849672912299,43.8349007499274,100
10,"D5","Exp_slope",-0.158384425057926,-0.157201808772139,-0.179086168773472,-0.140586222918485,100
10,"D5","Last_over_first",0.19304720859586,0.192836103018337,0.159685155850128,0.227151114800103,100
10,"D5","Power_slope",-0.703372699282995,-0.703417530256662,-0.784745536988517,-0.634014716002724,100
10,"D5","Zeta_half_order",0.293228965450049,0.295137982366641,0.264821100685599,0.320398497014599,100
10,"D5","Zeta_last",0.19304720859586,0.192836103018337,0.159685155850128,0.227151114800103,100
10,"D5","Zeta_order1",1,1,1,1,100
10,"D5","Zeta_order2",0.557017964208808,0.556964738185811,0.53619091333002,0.579614979359718,100
10,"D5","Zeta_order3",0.41112708835433,0.411721297243571,0.384667875341678,0.438180479586729,100
10,"D6","DeltaAIC_ExpMinusPower",28.0267171508849,26.5432631944582,20.1897625489463,40.7443603050662,100
10,"D6","Exp_slope",-0.208491530285988,-0.204782000426061,-0.254232481108206,-0.177138466464767,100
10,"D6","Last_over_first",0.114333611901444,0.11681301751025,0.0731207494052036,0.148574482297929,100
10,"D6","Power_slope",-0.935198634737022,-0.922299129052185,-1.11793360484052,-0.812804651579153,100
10,"D6","Zeta_half_order",0.186715463786792,0.189316977331728,0.151332910239508,0.214436919904847,100
10,"D6","Zeta_last",0.114333611901444,0.11681301751025,0.0731207494052036,0.148574482297929,100
10,"D6","Zeta_order1",1,1,1,1,100
10,"D6","Zeta_order2",0.450838886413955,0.454535037321928,0.415607787274454,0.475267449686315,100
10,"D6","Zeta_order3",0.29400359504512,0.297650736035491,0.256996859362997,0.31955134298396,100
10,"D7","DeltaAIC_ExpMinusPower",28.2852013695261,27.1197500270686,18.2800092996216,45.6448951337702,100
10,"D7","Exp_slope",-0.267652942403173,-0.270060241648506,-0.329710849005865,-0.199179390501093,100
10,"D7","Last_over_first",0.063350976870178,0.0588364744106462,0.034047560015485,0.111356460776511,100
10,"D7","Power_slope",-1.19522071661281,-1.20332076450243,-1.43283982864766,-0.916388279108231,100
10,"D7","Zeta_half_order",0.121898860824551,0.118985115537059,0.0868767555557328,0.171219680160359,100
10,"D7","Zeta_last",0.063350976870178,0.0588364744106462,0.034047560015485,0.111356460776511,100
10,"D7","Zeta_order1",1,1,1,1,100
10,"D7","Zeta_order2",0.348648028701399,0.345536586649049,0.300534068672984,0.401433149564957,100
10,"D7","Zeta_order3",0.212199367350677,0.210046646731793,0.169965758541908,0.263939614937587,100
12,"D0","DeltaAIC_ExpMinusPower",50.332308726718,50.0580985649705,44.4565323431356,56.5894105667232,100
12,"D0","Exp_slope",-0.048858365325961,-0.0489592386387425,-0.049731295677858,-0.0475362546103265,100
12,"D0","Last_over_first",0.535334167025708,0.53503535397545,0.530426164519326,0.541816048926104,100
12,"D0","Power_slope",-0.250161998305574,-0.250591746227593,-0.254144388478503,-0.244620574647838,100
12,"D0","Zeta_half_order",0.624817026964275,0.624620817575126,0.621775775770621,0.629669613846447,100
12,"D0","Zeta_last",0.535334167025708,0.53503535397545,0.530426164519326,0.541816048926104,100
12,"D0","Zeta_order1",1,1,1,1,100
12,"D0","Zeta_order2",0.830582070632844,0.829823000098883,0.828677448640849,0.834448573007538,100
12,"D0","Zeta_order3",0.743023806445599,0.742125366097257,0.740328862245977,0.7480062682711,100
12,"D1","DeltaAIC_ExpMinusPower",50.0009167397588,49.4210166137308,45.7349098303674,56.2629441627235,100
12,"D1","Exp_slope",-0.103855019799043,-0.105328548945253,-0.106867302074951,-0.0928987298252595,100
12,"D1","Last_over_first",0.270480504366585,0.265155093686034,0.261422772934457,0.307243143110359,100
12,"D1","Power_slope",-0.531393967675643,-0.538891442978478,-0.545915608041299,-0.476770597015305,100
12,"D1","Zeta_half_order",0.370675271326923,0.365040426039414,0.360918098520388,0.406344717868364,100
12,"D1","Zeta_last",0.270480504366585,0.265155093686034,0.261422772934457,0.307243143110359,100
12,"D1","Zeta_order1",1,1,1,1,100
12,"D1","Zeta_order2",0.686637043919257,0.684148990038821,0.679138663839638,0.705753838627343,100
12,"D1","Zeta_order3",0.543239558685983,0.539500799248619,0.533832060395218,0.570853641137962,100
12,"D3","DeltaAIC_ExpMinusPower",23.8109677384762,23.7760944312771,21.4498726201688,25.9688760568245,100
12,"D3","Exp_slope",-0.0934607150471176,-0.0936632389024407,-0.0991652162965768,-0.08704812265757,100
12,"D3","Last_over_first",0.268982642001643,0.267707075673979,0.249918455336512,0.288600349009377,100
12,"D3","Power_slope",-0.500733162849367,-0.501038035615636,-0.528231663297046,-0.470414464341121,100
12,"D3","Zeta_half_order",0.338676848633318,0.339266955601864,0.323402550987468,0.35396462677867,100
12,"D3","Zeta_last",0.268982642001643,0.267707075673979,0.249918455336512,0.288600349009377,100
12,"D3","Zeta_order1",1,1,1,1,100
12,"D3","Zeta_order2",0.58716780569895,0.587475610680486,0.5751040819521,0.598262750154406,100
12,"D3","Zeta_order3",0.460513132323462,0.461509208430233,0.446391904784505,0.473703019341983,100
12,"D5","DeltaAIC_ExpMinusPower",41.2855726558617,41.1700907661233,30.2220054650971,53.8037414014694,100
12,"D5","Exp_slope",-0.135080860239401,-0.136131645059786,-0.149543267226023,-0.118765976741488,100
12,"D5","Last_over_first",0.170495095728896,0.167504097843904,0.144011503775925,0.204233461901453,100
12,"D5","Power_slope",-0.696497080724263,-0.703725994984452,-0.764229158983488,-0.621585391354969,100
12,"D5","Zeta_half_order",0.260614909572996,0.259089316619597,0.239499992710344,0.287149934690918,100
12,"D5","Zeta_last",0.170495095728896,0.167504097843904,0.144011503775925,0.204233461901453,100
12,"D5","Zeta_order1",1,1,1,1,100
12,"D5","Zeta_order2",0.556477976387286,0.556663211246352,0.541650318495159,0.570587120405294,100
12,"D5","Zeta_order3",0.410420757709422,0.409894007785222,0.392124102132134,0.430517968049309,100
12,"D6","DeltaAIC_ExpMinusPower",31.5041919714901,30.4005053158824,22.9822056501567,46.1331625116907,100
12,"D6","Exp_slope",-0.169751270895212,-0.167426886983663,-0.199729776965734,-0.145495553140858,100
12,"D6","Last_over_first",0.104258574170012,0.106430678466077,0.0736310761534521,0.13391399880957,100
12,"D6","Power_slope",-0.891609147068481,-0.881754952901311,-1.0236216979278,-0.780222622211795,100
12,"D6","Zeta_half_order",0.163533784808598,0.16381614061586,0.139161855452271,0.191147074860066,100
12,"D6","Zeta_last",0.104258574170012,0.106430678466077,0.0736310761534521,0.13391399880957,100
12,"D6","Zeta_order1",1,1,1,1,100
12,"D6","Zeta_order2",0.451092503439719,0.450929678160131,0.42620157425957,0.472255414026443,100
12,"D6","Zeta_order3",0.294652325079527,0.295584260156643,0.269384574018758,0.318589368922456,100
12,"D7","DeltaAIC_ExpMinusPower",34.1532656766664,33.8729904003557,22.958303733495,52.8915783585316,100
12,"D7","Exp_slope",-0.2218213743185,-0.221047345441922,-0.271220800272014,-0.177879396762578,100
12,"D7","Last_over_first",0.0542924241194759,0.0534124923023076,0.0303399199027352,0.0851105185813625,100
12,"D7","Power_slope",-1.15603835385067,-1.14576312945738,-1.38373385556453,-0.941432349785629,100
12,"D7","Zeta_half_order",0.101156378014921,0.0987190047217033,0.0697669216851513,0.148246044047245,100
12,"D7","Zeta_last",0.0542924241194759,0.0534124923023076,0.0303399199027352,0.0851105185813625,100
12,"D7","Zeta_order1",1,1,1,1,100
12,"D7","Zeta_order2",0.351973807524749,0.350335846045825,0.309876901115219,0.403701810961518,100
12,"D7","Zeta_order3",0.213703955167597,0.214059445637702,0.176419594899643,0.26348543082246,100
14,"D0","DeltaAIC_ExpMinusPower",58.5110861901558,58.5903595229595,57.4015653215923,59.4604413617996,100
14,"D0","Exp_slope",-0.042330983082259,-0.0423354878798512,-0.0423757486726015,-0.0422791054004081,100
14,"D0","Last_over_first",0.517531616123165,0.517531616123165,0.517531616123165,0.517531616123165,100
14,"D0","Power_slope",-0.247001983239629,-0.247022820725789,-0.24716427870795,-0.246791821814038,100
14,"D0","Zeta_half_order",0.603663917438565,0.603632830013112,0.602721731590746,0.604529124899548,100
14,"D0","Zeta_last",0.517531616123165,0.517531616123165,0.517531616123165,0.517531616123165,100
14,"D0","Zeta_order1",1,1,1,1,100
14,"D0","Zeta_order2",0.830800464603281,0.830800464603281,0.830800464603281,0.830800464603281,100
14,"D0","Zeta_order3",0.743340848974652,0.743340848974652,0.743340848974652,0.743340848974652,100
14,"D1","DeltaAIC_ExpMinusPower",52.7090224554274,52.7364219086837,51.5420160265659,54.0290781254092,100
14,"D1","Exp_slope",-0.0890809148880324,-0.0890781650417646,-0.0892690402842703,-0.0889189450433394,100
14,"D1","Last_over_first",0.254591399305086,0.254591399305086,0.254591399305086,0.254591399305086,100
14,"D1","Power_slope",-0.521939605436383,-0.521890420236079,-0.522735307414317,-0.521227848871988,100
14,"D1","Zeta_half_order",0.341887890438157,0.341849916520013,0.339776575966789,0.343941040566762,100
14,"D1","Zeta_last",0.254591399305086,0.254591399305086,0.254591399305086,0.254591399305086,100
14,"D1","Zeta_order1",1,1,1,1,100
14,"D1","Zeta_order2",0.686104834202844,0.686104834202844,0.686104834202844,0.686104834202844,100
14,"D1","Zeta_order3",0.542404709590306,0.542404709590306,0.542404709590306,0.542404709590306,100
14,"D3","DeltaAIC_ExpMinusPower",27.4954157510236,27.5351202305944,25.5568726195004,29.0515998565827,100
14,"D3","Exp_slope",-0.0782453493414936,-0.0782763874470193,-0.0821029363425704,-0.0742311035435296,100
14,"D3","Last_over_first",0.257535664505124,0.257207726886507,0.242746064246343,0.27229739828466,100
14,"D3","Power_slope",-0.479745432437205,-0.480090943588905,-0.501090166893017,-0.4581219535962,100
14,"D3","Zeta_half_order",0.320852743092246,0.320919372763743,0.30758969169325,0.335407125225507,100
14,"D3","Zeta_last",0.257535664505124,0.257207726886507,0.242746064246343,0.27229739828466,100
14,"D3","Zeta_order1",1,1,1,1,100
14,"D3","Zeta_order2",0.587210386173225,0.587014668000766,0.577150771994559,0.596398080479696,100
14,"D3","Zeta_order3",0.460818684565824,0.460246622919212,0.44874681893303,0.472958076833399,100
14,"D5","DeltaAIC_ExpMinusPower",48.3973539909496,47.6472986685897,36.5460750030757,62.1903559542098,100
14,"D5","Exp_slope",-0.11652964294049,-0.117155507816698,-0.128997375519536,-0.104988782156854,100
14,"D5","Last_over_first",0.155954297555338,0.154344806400342,0.131972880357254,0.180571289293112,100
14,"D5","Power_slope",-0.684741314794558,-0.686404515606523,-0.746005549999461,-0.623316236144459,100
14,"D5","Zeta_half_order",0.23739266007538,0.236877660389633,0.220491862745098,0.257409224119123,100
14,"D5","Zeta_last",0.155954297555338,0.154344806400342,0.131972880357254,0.180571289293112,100
14,"D5","Zeta_order1",1,1,1,1,100
14,"D5","Zeta_order2",0.556701651471435,0.557428602594782,0.545116671662343,0.569401904791796,100
14,"D5","Zeta_order3",0.410596432799314,0.411117155588108,0.395679207159655,0.426130479469079,100
14,"D6","DeltaAIC_ExpMinusPower",37.4749625906539,35.4852046745272,26.7915561420915,55.5179516139933,100
14,"D6","Exp_slope",-0.146832989072579,-0.143561812504699,-0.178244545668206,-0.12491646081408,100
14,"D6","Last_over_first",0.0916068570505064,0.0937285476698789,0.0603111023990658,0.119263715325173,100
14,"D6","Power_slope",-0.879320078929691,-0.865231180041167,-1.03403886184997,-0.771157827808904,100
14,"D6","Zeta_half_order",0.143645537741606,0.14631950024593,0.118930243362371,0.16237424118198,100
14,"D6","Zeta_last",0.0916068570505064,0.0937285476698789,0.0603111023990658,0.119263715325173,100
14,"D6","Zeta_order1",1,1,1,1,100
14,"D6","Zeta_order2",0.449018659215742,0.449706118271981,0.424625923252157,0.465843611613107,100
14,"D6","Zeta_order3",0.292078525011788,0.293620010120275,0.267352500481475,0.310739124193901,100
14,"D7","DeltaAIC_ExpMinusPower",38.689258529445,37.5954140624027,26.1622862439726,60.6292597163381,100
14,"D7","Exp_slope",-0.189130535896881,-0.187600876383773,-0.228886693227894,-0.149366828374508,100
14,"D7","Last_over_first",0.0478927238394511,0.0466513701161188,0.0268756021194605,0.0790581475401154,100
14,"D7","Power_slope",-1.12803723284129,-1.12443494533199,-1.33636130639995,-0.903724645744289,100
14,"D7","Zeta_half_order",0.0856575412508531,0.0837976775340351,0.0612418205598135,0.123228545775039,100
14,"D7","Zeta_last",0.0478927238394511,0.0466513701161188,0.0268756021194605,0.0790581475401154,100
14,"D7","Zeta_order1",1,1,1,1,100
14,"D7","Zeta_order2",0.349824082281576,0.346784322771164,0.317039034819571,0.399961811455272,100
14,"D7","Zeta_order3",0.211914295225718,0.21077554895396,0.178984117126977,0.261131765428562,100
