"Model","AIC","Common_n","Iteration","Group"
"Exponential",-26.5639699942462,12,18,"D1"
"PowerLaw",-74.6148020797344,12,18,"D1"
"Exponential",-22.0694012312849,12,18,"D3"
"PowerLaw",-44.6887184745839,12,18,"D3"
"Exponential",-20.4460434712104,12,18,"D5"
"PowerLaw",-62.5814407274257,12,18,"D5"
"Exponential",-8.95536429285623,12,18,"D6"
"PowerLaw",-31.8141949071279,12,18,"D6"
"Exponential",-2.25660488210088,12,18,"D7"
"PowerLaw",-26.5633975970264,12,18,"D7"
"Exponential",-45.8342285541919,12,19,"D0"
"PowerLaw",-101.043798535709,12,19,"D0"
"Exponential",-26.8880451965713,12,19,"D1"
"PowerLaw",-79.2554837525178,12,19,"D1"
"Exponential",-21.4203234505238,12,19,"D3"
"PowerLaw",-44.6507795470702,12,19,"D3"
"Exponential",-20.0250764083803,12,19,"D5"
"PowerLaw",-55.1278203736927,12,19,"D5"
"Exponential",-11.0699216810139,12,19,"D6"
"PowerLaw",-65.621692685179,12,19,"D6"
"Exponential",-9.15150180267072,12,19,"D7"
"PowerLaw",-51.8882701213383,12,19,"D7"
"Exponential",-45.0129944779775,12,20,"D0"
"PowerLaw",-96.8970439783514,12,20,"D0"
"Exponential",-26.4830151576725,12,20,"D1"
"PowerLaw",-75.2639203565357,12,20,"D1"
"Exponential",-22.2449338945743,12,20,"D3"
"PowerLaw",-47.0868668181605,12,20,"D3"
"Exponential",-20.6317688398989,12,20,"D5"
"PowerLaw",-55.492414805344,12,20,"D5"
"Exponential",-11.8265769026472,12,20,"D6"
"PowerLaw",-35.1134562376184,12,20,"D6"
"Exponential",-4.43381203547021,12,20,"D7"
"PowerLaw",-41.4421613833896,12,20,"D7"
"Exponential",-45.289824083085,12,21,"D0"
"PowerLaw",-98.3057998451553,12,21,"D0"
"Exponential",-26.9037913025707,12,21,"D1"
"PowerLaw",-78.9719765398743,12,21,"D1"
"Exponential",-21.5887644574418,12,21,"D3"
"PowerLaw",-45.415117449098,12,21,"D3"
"Exponential",-18.7245659422151,12,21,"D5"
"PowerLaw",-76.1787281862801,12,21,"D5"
"Exponential",-10.9243388960042,12,21,"D6"
"PowerLaw",-39.089038799776,12,21,"D6"
"Exponential",-4.20055470924531,12,21,"D7"
"PowerLaw",-32.1029955437344,12,21,"D7"
"Exponential",-44.7421499004204,12,22,"D0"
"PowerLaw",-90.06128914459,12,22,"D0"
"Exponential",-26.5654899644824,12,22,"D1"
"PowerLaw",-76.0589278497969,12,22,"D1"
"Exponential",-21.9883595585492,12,22,"D3"
"PowerLaw",-45.7103671495277,12,22,"D3"
"Exponential",-20.5256942205032,12,22,"D5"
"PowerLaw",-55.227627042012,12,22,"D5"
"Exponential",-10.3966277947078,12,22,"D6"
"PowerLaw",-44.0702832208696,12,22,"D6"
"Exponential",-1.35756192942003,12,22,"D7"
"PowerLaw",-28.0101089721509,12,22,"D7"
"Exponential",-45.3883364700911,12,23,"D0"
"PowerLaw",-96.7058489367744,12,23,"D0"
"Exponential",-28.9678810030753,12,23,"D1"
"PowerLaw",-77.893107216925,12,23,"D1"
"Exponential",-21.5409246689474,12,23,"D3"
"PowerLaw",-46.5334428165144,12,23,"D3"
"Exponential",-20.2680095343647,12,23,"D5"
"PowerLaw",-61.107912342542,12,23,"D5"
"Exponential",-10.6072654406013,12,23,"D6"
"PowerLaw",-41.7181430232011,12,23,"D6"
"Exponential",-7.17256621137096,12,23,"D7"
"PowerLaw",-40.7771085317493,12,23,"D7"
"Exponential",-44.6699325403604,12,24,"D0"
"PowerLaw",-92.5397158211306,12,24,"D0"
"Exponential",-26.2419371338718,12,24,"D1"
"PowerLaw",-72.8874514148778,12,24,"D1"
"Exponential",-21.759204237875,12,24,"D3"
"PowerLaw",-46.1268523416331,12,24,"D3"
"Exponential",-18.2449129352184,12,24,"D5"
"PowerLaw",-61.8292437408308,12,24,"D5"
"Exponential",-11.1201034831036,12,24,"D6"
"PowerLaw",-53.5816263672393,12,24,"D6"
"Exponential",-5.1761390670179,12,24,"D7"
"PowerLaw",-40.563483200787,12,24,"D7"
"Exponential",-45.0589993389954,12,25,"D0"
"PowerLaw",-97.6755287486092,12,25,"D0"
"Exponential",-27.0077833626599,12,25,"D1"
"PowerLaw",-77.487737339223,12,25,"D1"
"Exponential",-22.019981692928,12,25,"D3"
"PowerLaw",-45.6740317633375,12,25,"D3"
"Exponential",-17.7227273358821,12,25,"D5"
"PowerLaw",-52.6959402228569,12,25,"D5"
"Exponential",-10.0528758955341,12,25,"D6"
"PowerLaw",-39.5327680347166,12,25,"D6"
"Exponential",-4.39447909307055,12,25,"D7"
"PowerLaw",-32.1271859036564,12,25,"D7"
"Exponential",-44.8076777796226,12,26,"D0"
"PowerLaw",-88.794605928323,12,26,"D0"
"Exponential",-26.1698182812811,12,26,"D1"
"PowerLaw",-72.638261587984,12,26,"D1"
"Exponential",-21.4364362149575,12,26,"D3"
"PowerLaw",-45.4851478528573,12,26,"D3"
"Exponential",-19.6438373851285,12,26,"D5"
"PowerLaw",-64.2397167250776,12,26,"D5"
"Exponential",-9.35431641116115,12,26,"D6"
"PowerLaw",-35.4065589614071,12,26,"D6"
"Exponential",-6.38505972876594,12,26,"D7"
"PowerLaw",-59.0463058301679,12,26,"D7"
"Exponential",-45.2218215994362,12,27,"D0"
"PowerLaw",-94.2388936163718,12,27,"D0"
"Exponential",-26.7467189093366,12,27,"D1"
"PowerLaw",-77.7032272475117,12,27,"D1"
"Exponential",-22.2306776080063,12,27,"D3"
"PowerLaw",-44.857148433008,12,27,"D3"
"Exponential",-19.6039071063424,12,27,"D5"
"PowerLaw",-66.6866898057742,12,27,"D5"
"Exponential",-10.3324281149765,12,27,"D6"
"PowerLaw",-37.199767132774,12,27,"D6"
"Exponential",-2.70260710852622,12,27,"D7"
"PowerLaw",-28.100548997955,12,27,"D7"
"Exponential",-45.3929572796677,12,28,"D0"
"PowerLaw",-99.4075812099448,12,28,"D0"
"Exponential",-26.5022320319676,12,28,"D1"
"PowerLaw",-74.882151639307,12,28,"D1"
"Exponential",-20.4311431062961,12,28,"D3"
"PowerLaw",-44.1596401043482,12,28,"D3"
"Exponential",-17.9667409387721,12,28,"D5"
"PowerLaw",-53.2042235748382,12,28,"D5"
"Exponential",-10.7135044545086,12,28,"D6"
"PowerLaw",-40.1131448678795,12,28,"D6"
"Exponential",-7.78839472536511,12,28,"D7"
"PowerLaw",-49.0047036967711,12,28,"D7"
"Exponential",-44.9085701684786,12,29,"D0"
"PowerLaw",-92.3638290343807,12,29,"D0"
"Exponential",-26.3472960736394,12,29,"D1"
"PowerLaw",-73.7306557656897,12,29,"D1"
"Exponential",-20.8180364721112,12,29,"D3"
"PowerLaw",-41.839419821742,12,29,"D3"
"Exponential",-19.7023766749272,12,29,"D5"
"PowerLaw",-68.6093188570241,12,29,"D5"
"Exponential",-10.5238673936916,12,29,"D6"
"PowerLaw",-32.9753495888255,12,29,"D6"
"Exponential",-5.63533311741532,12,29,"D7"
"PowerLaw",-40.8536587429573,12,29,"D7"
"Exponential",-45.289824083085,12,30,"D0"
"PowerLaw",-98.3057998451553,12,30,"D0"
"Exponential",-28.9492651957069,12,30,"D1"
"PowerLaw",-77.5466588955043,12,30,"D1"
"Exponential",-22.3392784986469,12,30,"D3"
"PowerLaw",-45.6618833005392,12,30,"D3"
"Exponential",-18.0080847225496,12,30,"D5"
"PowerLaw",-58.1092416529646,12,30,"D5"
"Exponential",-10.9207414683701,12,30,"D6"
"PowerLaw",-50.7584882286979,12,30,"D6"
"Exponential",-8.53203454576237,12,30,"D7"
"PowerLaw",-57.3084067543604,12,30,"D7"
"Exponential",-45.9108279505005,12,31,"D0"
"PowerLaw",-102.098021806796,12,31,"D0"
"Exponential",-26.5639699942462,12,31,"D1"
"PowerLaw",-74.6148020797344,12,31,"D1"
"Exponential",-21.3577047809191,12,31,"D3"
"PowerLaw",-45.6087502947839,12,31,"D3"
"Exponential",-19.5743205528074,12,31,"D5"
"PowerLaw",-54.5651579204352,12,31,"D5"
"Exponential",-10.0528390053919,12,31,"D6"
"PowerLaw",-46.1110234079785,12,31,"D6"
"Exponential",-6.52657700151148,12,31,"D7"
"PowerLaw",-42.6375438034138,12,31,"D7"
"Exponential",-45.0251529229512,12,32,"D0"
"PowerLaw",-95.6390466430111,12,32,"D0"
"Exponential",-28.4320198200832,12,32,"D1"
"PowerLaw",-73.167549305031,12,32,"D1"
"Exponential",-21.5351992494018,12,32,"D3"
"PowerLaw",-46.1384513783022,12,32,"D3"
"Exponential",-20.4491041524222,12,32,"D5"
"PowerLaw",-59.600217636906,12,32,"D5"
"Exponential",-9.94163891817219,12,32,"D6"
"PowerLaw",-35.0089028836592,12,32,"D6"
"Exponential",-2.29652866423554,12,32,"D7"
"PowerLaw",-29.3889408774585,12,32,"D7"
"Exponential",-45.1060931780832,12,33,"D0"
"PowerLaw",-97.1678853392449,12,33,"D0"
"Exponential",-26.2789798270942,12,33,"D1"
"PowerLaw",-73.0652491251225,12,33,"D1"
"Exponential",-20.9908511676831,12,33,"D3"
"PowerLaw",-43.3469611853068,12,33,"D3"
"Exponential",-18.953066728066,12,33,"D5"
"PowerLaw",-61.9391979548204,12,33,"D5"
"Exponential",-11.9968537173339,12,33,"D6"
"PowerLaw",-45.9771399333098,12,33,"D6"
"Exponential",-6.48486894819475,12,33,"D7"
"PowerLaw",-41.7767581049411,12,33,"D7"
"Exponential",-45.7817003289001,12,34,"D0"
"PowerLaw",-103.913863703283,12,34,"D0"
"Exponential",-26.5184758369774,12,34,"D1"
"PowerLaw",-75.9394924507082,12,34,"D1"
"Exponential",-21.6168383468845,12,34,"D3"
"PowerLaw",-46.4539271046408,12,34,"D3"
"Exponential",-21.0079730422197,12,34,"D5"
"PowerLaw",-75.1213681896068,12,34,"D5"
"Exponential",-9.79563677437146,12,34,"D6"
"PowerLaw",-37.8043045963285,12,34,"D6"
"Exponential",-8.02491063199829,12,34,"D7"
"PowerLaw",-47.945036190147,12,34,"D7"
"Exponential",-45.0129944779775,12,35,"D0"
"PowerLaw",-96.8970439783514,12,35,"D0"
"Exponential",-27.1548544244498,12,35,"D1"
"PowerLaw",-80.772951457215,12,35,"D1"
"Exponential",-21.6925979044414,12,35,"D3"
"PowerLaw",-45.0560284766377,12,35,"D3"
"Exponential",-18.273947916487,12,35,"D5"
"PowerLaw",-51.2887986675551,12,35,"D5"
"Exponential",-10.0927203697692,12,35,"D6"
"PowerLaw",-40.5949020823499,12,35,"D6"
"Exponential",-8.15235010298929,12,35,"D7"
"PowerLaw",-63.1750213150973,12,35,"D7"
"Exponential",-44.6699325403604,12,36,"D0"
"PowerLaw",-92.5397158211306,12,36,"D0"
"Exponential",-26.6410927062446,12,36,"D1"
"PowerLaw",-75.6973061279763,12,36,"D1"
"Exponential",-21.5368459279999,12,36,"D3"
"PowerLaw",-45.170240129328,12,36,"D3"
"Exponential",-19.2375094033797,12,36,"D5"
"PowerLaw",-67.743890751714,12,36,"D5"
"Exponential",-9.78679992583173,12,36,"D6"
"PowerLaw",-40.5268029474894,12,36,"D6"
"Exponential",-1.86787275741689,12,36,"D7"
"PowerLaw",-26.4271178572557,12,36,"D7"
"Exponential",-45.6276385867152,12,37,"D0"
"PowerLaw",-102.217049153438,12,37,"D0"
"Exponential",-27.303951226439,12,37,"D1"
"PowerLaw",-81.3670782243886,12,37,"D1"
"Exponential",-20.7388025763921,12,37,"D3"
"PowerLaw",-45.582946175743,12,37,"D3"
"Exponential",-21.0433820645334,12,37,"D5"
"PowerLaw",-70.6247061486395,12,37,"D5"
"Exponential",-10.9681384033436,12,37,"D6"
"PowerLaw",-41.4798063125924,12,37,"D6"
"Exponential",-2.97853082149289,12,37,"D7"
"PowerLaw",-35.1713801252673,12,37,"D7"
"Exponential",-44.7969425152026,12,38,"D0"
"PowerLaw",-93.0904485106466,12,38,"D0"
"Exponential",-26.7042251745068,12,38,"D1"
"PowerLaw",-77.2272313859478,12,38,"D1"
"Exponential",-21.2003908411732,12,38,"D3"
"PowerLaw",-44.4028850366666,12,38,"D3"
"Exponential",-19.452507308927,12,38,"D5"
"PowerLaw",-68.9551222722696,12,38,"D5"
"Exponential",-9.7658318874543,12,38,"D6"
"PowerLaw",-36.429231772405,12,38,"D6"
"Exponential",-4.45237707604359,12,38,"D7"
"PowerLaw",-30.4948085913668,12,38,"D7"
"Exponential",-45.5711163969203,12,39,"D0"
"PowerLaw",-97.5668187048203,12,39,"D0"
"Exponential",-26.2346016030585,12,39,"D1"
"PowerLaw",-71.969511433426,12,39,"D1"
"Exponential",-21.0490456416157,12,39,"D3"
"PowerLaw",-44.7164890234811,12,39,"D3"
"Exponential",-17.9940071968009,12,39,"D5"
"PowerLaw",-56.8930591784767,12,39,"D5"
"Exponential",-10.4267309576567,12,39,"D6"
"PowerLaw",-39.824804293058,12,39,"D6"
"Exponential",-0.65560088494485,12,39,"D7"
"PowerLaw",-18.7265620823001,12,39,"D7"
"Exponential",-45.1983252841083,12,40,"D0"
"PowerLaw",-96.561224215908,12,40,"D0"
"Exponential",-27.012368496602,12,40,"D1"
"PowerLaw",-79.07995735312,12,40,"D1"
"Exponential",-20.861899784188,12,40,"D3"
"PowerLaw",-44.5344143473482,12,40,"D3"
"Exponential",-19.4314787079485,12,40,"D5"
"PowerLaw",-68.2832605094477,12,40,"D5"
"Exponential",-9.9654674529441,12,40,"D6"
"PowerLaw",-40.2072181425058,12,40,"D6"
"Exponential",-1.6079301119203,12,40,"D7"
"PowerLaw",-29.8347763795025,12,40,"D7"
"Exponential",-44.8651681000545,12,41,"D0"
"PowerLaw",-93.1513093711594,12,41,"D0"
"Exponential",-26.6230559242933,12,41,"D1"
"PowerLaw",-75.0374878476846,12,41,"D1"
"Exponential",-21.6923640821842,12,41,"D3"
"PowerLaw",-44.9382334038979,12,41,"D3"
"Exponential",-17.9716310867289,12,41,"D5"
"PowerLaw",-56.3873377818061,12,41,"D5"
"Exponential",-10.6383443821356,12,41,"D6"
"PowerLaw",-36.8207287541316,12,41,"D6"
"Exponential",-7.01756517140308,12,41,"D7"
"PowerLaw",-57.4064247705126,12,41,"D7"
"Exponential",-45.0129944779775,12,42,"D0"
"PowerLaw",-96.8970439783514,12,42,"D0"
"Exponential",-27.8137523942252,12,42,"D1"
"PowerLaw",-84.6780688535236,12,42,"D1"
"Exponential",-21.4346694437032,12,42,"D3"
"PowerLaw",-45.7675097257526,12,42,"D3"
"Exponential",-19.6303571383487,12,42,"D5"
"PowerLaw",-72.0494929979502,12,42,"D5"
"Exponential",-9.15539706330323,12,42,"D6"
"PowerLaw",-31.6446746138945,12,42,"D6"
"Exponential",-2.09164043070103,12,42,"D7"
"PowerLaw",-35.0897920226993,12,42,"D7"
"Exponential",-44.888153290824,12,43,"D0"
"PowerLaw",-94.4698012292024,12,43,"D0"
"Exponential",-27.0077833626599,12,43,"D1"
"PowerLaw",-77.487737339223,12,43,"D1"
"Exponential",-22.1655603159899,12,43,"D3"
"PowerLaw",-46.3731325492511,12,43,"D3"
"Exponential",-19.2258329435865,12,43,"D5"
"PowerLaw",-60.0360474303719,12,43,"D5"
"Exponential",-11.8415027297608,12,43,"D6"
"PowerLaw",-42.3758329939522,12,43,"D6"
"Exponential",-5.19597183109512,12,43,"D7"
"PowerLaw",-41.8659676477424,12,43,"D7"
"Exponential",-45.5711163969203,12,44,"D0"
"PowerLaw",-97.5668187048203,12,44,"D0"
"Exponential",-26.5446583105673,12,44,"D1"
"PowerLaw",-75.0759050040178,12,44,"D1"
"Exponential",-22.7134809088343,12,44,"D3"
"PowerLaw",-44.9441726444433,12,44,"D3"
"Exponential",-20.5625147983359,12,44,"D5"
"PowerLaw",-67.1266188863012,12,44,"D5"
"Exponential",-10.9613436991422,12,44,"D6"
"PowerLaw",-41.3750267325184,12,44,"D6"
"Exponential",-3.65863866617546,12,44,"D7"
"PowerLaw",-33.3133468734752,12,44,"D7"
"Exponential",-45.5711163969203,12,45,"D0"
"PowerLaw",-97.5668187048203,12,45,"D0"
"Exponential",-27.303951226439,12,45,"D1"
"PowerLaw",-81.3670782243886,12,45,"D1"
"Exponential",-20.4241436137349,12,45,"D3"
"PowerLaw",-44.644275761735,12,45,"D3"
"Exponential",-18.1111616851427,12,45,"D5"
"PowerLaw",-58.5342035021191,12,45,"D5"
"Exponential",-10.0657950170675,12,45,"D6"
"PowerLaw",-35.3277515195297,12,45,"D6"
"Exponential",-2.74961935102437,12,45,"D7"
"PowerLaw",-33.2369977100463,12,45,"D7"
"Exponential",-45.3995418906111,12,46,"D0"
"PowerLaw",-98.8406089100068,12,46,"D0"
"Exponential",-26.2346016030585,12,46,"D1"
"PowerLaw",-71.969511433426,12,46,"D1"
"Exponential",-20.5902164631779,12,46,"D3"
"PowerLaw",-44.7655796195126,12,46,"D3"
"Exponential",-20.9375138783903,12,46,"D5"
"PowerLaw",-61.0919272572865,12,46,"D5"
"Exponential",-9.53993946259864,12,46,"D6"
"PowerLaw",-38.4664021465309,12,46,"D6"
"Exponential",-4.46200659537964,12,46,"D7"
"PowerLaw",-29.9297985406729,12,46,"D7"
"Exponential",-45.6276385867152,12,47,"D0"
"PowerLaw",-102.217049153438,12,47,"D0"
"Exponential",-26.0828105543928,12,47,"D1"
"PowerLaw",-71.8719061865271,12,47,"D1"
"Exponential",-21.0116105198279,12,47,"D3"
"PowerLaw",-46.4506406155437,12,47,"D3"
"Exponential",-18.6029544217678,12,47,"D5"
"PowerLaw",-49.0811003889325,12,47,"D5"
