"Model","AIC","Common_n","Iteration","Group"
"Exponential",-30.2543353807374,14,5,"D1"
"PowerLaw",-82.6009579342988,14,5,"D1"
"Exponential",-25.2628207456368,14,5,"D3"
"PowerLaw",-53.3991193783597,14,5,"D3"
"Exponential",-22.4387739158441,14,5,"D5"
"PowerLaw",-73.4980110366224,14,5,"D5"
"Exponential",-11.8520922418936,14,5,"D6"
"PowerLaw",-64.8902913600977,14,5,"D6"
"Exponential",-3.4921896600983,14,5,"D7"
"PowerLaw",-29.9039075572376,14,5,"D7"
"Exponential",-52.078119703385,14,6,"D0"
"PowerLaw",-110.731712584811,14,6,"D0"
"Exponential",-30.1872740739665,14,6,"D1"
"PowerLaw",-81.9158704971845,14,6,"D1"
"Exponential",-26.2799463740482,14,6,"D3"
"PowerLaw",-54.6381618528483,14,6,"D3"
"Exponential",-20.8930512276367,14,6,"D5"
"PowerLaw",-64.7061756149698,14,6,"D5"
"Exponential",-12.1392913713471,14,6,"D6"
"PowerLaw",-51.3738885773071,14,6,"D6"
"Exponential",-3.62371336973393,14,6,"D7"
"PowerLaw",-40.3010039818216,14,6,"D7"
"Exponential",-52.0705142629488,14,7,"D0"
"PowerLaw",-110.496281896913,14,7,"D0"
"Exponential",-30.205293023008,14,7,"D1"
"PowerLaw",-81.9946780283123,14,7,"D1"
"Exponential",-24.9969785631711,14,7,"D3"
"PowerLaw",-53.4958047357917,14,7,"D3"
"Exponential",-21.9219615868371,14,7,"D5"
"PowerLaw",-67.0282541290388,14,7,"D5"
"Exponential",-11.2842998799988,14,7,"D6"
"PowerLaw",-39.2819970557894,14,7,"D6"
"Exponential",-4.24604283273643,14,7,"D7"
"PowerLaw",-38.5599435223812,14,7,"D7"
"Exponential",-52.1054127752345,14,8,"D0"
"PowerLaw",-110.990477404816,14,8,"D0"
"Exponential",-30.3612371739538,14,8,"D1"
"PowerLaw",-83.2752583355486,14,8,"D1"
"Exponential",-24.8020978303887,14,8,"D3"
"PowerLaw",-52.78392421255,14,8,"D3"
"Exponential",-20.0412695812194,14,8,"D5"
"PowerLaw",-63.9604693918106,14,8,"D5"
"Exponential",-11.9760706241431,14,8,"D6"
"PowerLaw",-44.3855488484337,14,8,"D6"
"Exponential",-9.44472567253648,14,8,"D7"
"PowerLaw",-55.9878037328331,14,8,"D7"
"Exponential",-52.0874643269401,14,9,"D0"
"PowerLaw",-110.853206867135,14,9,"D0"
"Exponential",-30.3596559276134,14,9,"D1"
"PowerLaw",-83.1814931057014,14,9,"D1"
"Exponential",-24.9517287521126,14,9,"D3"
"PowerLaw",-50.8561762803087,14,9,"D3"
"Exponential",-22.6216093562491,14,9,"D5"
"PowerLaw",-66.721320948023,14,9,"D5"
"Exponential",-10.4061380858825,14,9,"D6"
"PowerLaw",-42.9900088154198,14,9,"D6"
"Exponential",-3.46134745702381,14,9,"D7"
"PowerLaw",-29.9516125871424,14,9,"D7"
"Exponential",-52.0195337116208,14,10,"D0"
"PowerLaw",-110.057240376087,14,10,"D0"
"Exponential",-30.2574910098229,14,10,"D1"
"PowerLaw",-82.3591305747899,14,10,"D1"
"Exponential",-25.8264749397631,14,10,"D3"
"PowerLaw",-53.7614364260058,14,10,"D3"
"Exponential",-22.283402534914,14,10,"D5"
"PowerLaw",-75.9880975944544,14,10,"D5"
"Exponential",-12.7515554123911,14,10,"D6"
"PowerLaw",-48.3797879624702,14,10,"D6"
"Exponential",-5.43946828692995,14,10,"D7"
"PowerLaw",-51.8698116187892,14,10,"D7"
"Exponential",-52.0772791606253,14,11,"D0"
"PowerLaw",-110.783668381827,14,11,"D0"
"Exponential",-30.384138223269,14,11,"D1"
"PowerLaw",-83.3540559840523,14,11,"D1"
"Exponential",-25.4877432723041,14,11,"D3"
"PowerLaw",-53.7876789748466,14,11,"D3"
"Exponential",-21.9743708427,14,11,"D5"
"PowerLaw",-69.0618260168968,14,11,"D5"
"Exponential",-12.2674127649708,14,11,"D6"
"PowerLaw",-62.2347591931147,14,11,"D6"
"Exponential",-4.29475209621515,14,11,"D7"
"PowerLaw",-46.9246078806498,14,11,"D7"
"Exponential",-52.0663132252702,14,12,"D0"
"PowerLaw",-110.465364597578,14,12,"D0"
"Exponential",-30.3152229776491,14,12,"D1"
"PowerLaw",-83.0855832602093,14,12,"D1"
"Exponential",-25.1669686172212,14,12,"D3"
"PowerLaw",-53.7659030179214,14,12,"D3"
"Exponential",-21.2397457775558,14,12,"D5"
"PowerLaw",-59.3077941017937,14,12,"D5"
"Exponential",-13.2756387827622,14,12,"D6"
"PowerLaw",-66.6596399856835,14,12,"D6"
"Exponential",-2.79847512950835,14,12,"D7"
"PowerLaw",-40.2157919834532,14,12,"D7"
"Exponential",-51.9791579222725,14,13,"D0"
"PowerLaw",-109.730097214354,14,13,"D0"
"Exponential",-30.3732210936193,14,13,"D1"
"PowerLaw",-83.4077787904907,14,13,"D1"
"Exponential",-25.2041789663501,14,13,"D3"
"PowerLaw",-52.88494548986,14,13,"D3"
"Exponential",-20.4330119163703,14,13,"D5"
"PowerLaw",-61.8661005781746,14,13,"D5"
"Exponential",-11.0163556324674,14,13,"D6"
"PowerLaw",-41.922554573606,14,13,"D6"
"Exponential",-7.87377583115382,14,13,"D7"
"PowerLaw",-48.9689631852275,14,13,"D7"
"Exponential",-51.9636390650723,14,14,"D0"
"PowerLaw",-109.268464365599,14,14,"D0"
"Exponential",-30.2424532006042,14,14,"D1"
"PowerLaw",-82.3109154175597,14,14,"D1"
"Exponential",-25.0263638131708,14,14,"D3"
"PowerLaw",-52.0880577990774,14,14,"D3"
"Exponential",-21.0728619505173,14,14,"D5"
"PowerLaw",-62.4413148969563,14,14,"D5"
"Exponential",-11.8698116684555,14,14,"D6"
"PowerLaw",-48.6577179835684,14,14,"D6"
"Exponential",-6.7586216702447,14,14,"D7"
"PowerLaw",-48.2600897632166,14,14,"D7"
"Exponential",-52.1179197413745,14,15,"D0"
"PowerLaw",-111.246524195174,14,15,"D0"
"Exponential",-30.1258452539425,14,15,"D1"
"PowerLaw",-81.3792582537067,14,15,"D1"
"Exponential",-25.0749695671853,14,15,"D3"
"PowerLaw",-51.1062591751064,14,15,"D3"
"Exponential",-21.2166586487794,14,15,"D5"
"PowerLaw",-63.5955813101753,14,15,"D5"
"Exponential",-10.6454669487448,14,15,"D6"
"PowerLaw",-38.5165404707928,14,15,"D6"
"Exponential",1.51358574131654,14,15,"D7"
"PowerLaw",-22.6441025354236,14,15,"D7"
"Exponential",-52.1264907068977,14,16,"D0"
"PowerLaw",-111.26211392617,14,16,"D0"
"Exponential",-30.3029476968268,14,16,"D1"
"PowerLaw",-82.895342450473,14,16,"D1"
"Exponential",-25.1134623731979,14,16,"D3"
"PowerLaw",-50.6197690242035,14,16,"D3"
"Exponential",-20.7989229306854,14,16,"D5"
"PowerLaw",-67.206636790279,14,16,"D5"
"Exponential",-12.6248011951598,14,16,"D6"
"PowerLaw",-45.7541395993588,14,16,"D6"
"Exponential",-13.5094466078101,14,16,"D7"
"PowerLaw",-55.8710592332468,14,16,"D7"
"Exponential",-52.0990389634443,14,17,"D0"
"PowerLaw",-110.765809102516,14,17,"D0"
"Exponential",-30.4700695222716,14,17,"D1"
"PowerLaw",-84.1017184665018,14,17,"D1"
"Exponential",-25.0169843819273,14,17,"D3"
"PowerLaw",-51.2886082000557,14,17,"D3"
"Exponential",-22.4282682475667,14,17,"D5"
"PowerLaw",-63.8898965078613,14,17,"D5"
"Exponential",-11.562486151139,14,17,"D6"
"PowerLaw",-51.3334290328616,14,17,"D6"
"Exponential",-4.3932861896134,14,17,"D7"
"PowerLaw",-39.6511321355801,14,17,"D7"
"Exponential",-52.0860360007258,14,18,"D0"
"PowerLaw",-110.794498697862,14,18,"D0"
"Exponential",-30.4543851654575,14,18,"D1"
"PowerLaw",-84.1393255296852,14,18,"D1"
"Exponential",-25.214145387059,14,18,"D3"
"PowerLaw",-52.6183517019313,14,18,"D3"
"Exponential",-23.3687672652513,14,18,"D5"
"PowerLaw",-75.2706834369289,14,18,"D5"
"Exponential",-12.8928965144268,14,18,"D6"
"PowerLaw",-50.920094487521,14,18,"D6"
"Exponential",-4.97873416641639,14,18,"D7"
"PowerLaw",-41.6295170804988,14,18,"D7"
"Exponential",-52.0274609246303,14,19,"D0"
"PowerLaw",-110.021683952924,14,19,"D0"
"Exponential",-30.4765501287779,14,19,"D1"
"PowerLaw",-84.0607186902458,14,19,"D1"
"Exponential",-25.7636463427199,14,19,"D3"
"PowerLaw",-51.6698885157758,14,19,"D3"
"Exponential",-20.7180423291512,14,19,"D5"
"PowerLaw",-62.9027860971215,14,19,"D5"
"Exponential",-12.3819049924356,14,19,"D6"
"PowerLaw",-61.3453519902905,14,19,"D6"
"Exponential",-2.43404497112386,14,19,"D7"
"PowerLaw",-32.6204911507809,14,19,"D7"
"Exponential",-52.1149524877099,14,20,"D0"
"PowerLaw",-111.125994644517,14,20,"D0"
"Exponential",-30.5345101747606,14,20,"D1"
"PowerLaw",-84.4562378826732,14,20,"D1"
"Exponential",-25.1996711262304,14,20,"D3"
"PowerLaw",-52.850548613294,14,20,"D3"
"Exponential",-24.2582301915001,14,20,"D5"
"PowerLaw",-72.7589416503064,14,20,"D5"
"Exponential",-11.3684559354923,14,20,"D6"
"PowerLaw",-55.8098714841484,14,20,"D6"
"Exponential",-5.75233558389737,14,20,"D7"
"PowerLaw",-55.1408704319313,14,20,"D7"
"Exponential",-52.2070503714198,14,21,"D0"
"PowerLaw",-112.21464387972,14,21,"D0"
"Exponential",-30.1345087108814,14,21,"D1"
"PowerLaw",-81.5678857286474,14,21,"D1"
"Exponential",-25.0328884972601,14,21,"D3"
"PowerLaw",-52.1944677224575,14,21,"D3"
"Exponential",-22.1387347427338,14,21,"D5"
"PowerLaw",-76.7189404788499,14,21,"D5"
"Exponential",-11.8038261066037,14,21,"D6"
"PowerLaw",-47.1460029055788,14,21,"D6"
"Exponential",-6.82781923481378,14,21,"D7"
"PowerLaw",-43.0703735726796,14,21,"D7"
"Exponential",-51.951756610754,14,22,"D0"
"PowerLaw",-109.325069433136,14,22,"D0"
"Exponential",-30.3682648934178,14,22,"D1"
"PowerLaw",-83.3384753166714,14,22,"D1"
"Exponential",-24.7567587370273,14,22,"D3"
"PowerLaw",-51.7057893729242,14,22,"D3"
"Exponential",-22.3489666783892,14,22,"D5"
"PowerLaw",-77.6312646288075,14,22,"D5"
"Exponential",-11.1167237579361,14,22,"D6"
"PowerLaw",-37.447950008164,14,22,"D6"
"Exponential",-6.01058924601292,14,22,"D7"
"PowerLaw",-58.8459451021101,14,22,"D7"
"Exponential",-52.1245411635713,14,23,"D0"
"PowerLaw",-111.409472769489,14,23,"D0"
"Exponential",-30.4563564476682,14,23,"D1"
"PowerLaw",-84.1317793060184,14,23,"D1"
"Exponential",-25.7716517783849,14,23,"D3"
"PowerLaw",-53.3198753029688,14,23,"D3"
"Exponential",-22.6951749259313,14,23,"D5"
"PowerLaw",-64.8732010357842,14,23,"D5"
"Exponential",-9.91138939582112,14,23,"D6"
"PowerLaw",-40.5717254313993,14,23,"D6"
"Exponential",-10.3338102328746,14,23,"D7"
"PowerLaw",-58.1048092476609,14,23,"D7"
"Exponential",-52.09817990592,14,24,"D0"
"PowerLaw",-110.864320844493,14,24,"D0"
"Exponential",-30.3481297936068,14,24,"D1"
"PowerLaw",-83.17277431365,14,24,"D1"
"Exponential",-24.7259912664932,14,24,"D3"
"PowerLaw",-51.9261016249191,14,24,"D3"
"Exponential",-24.1148828082004,14,24,"D5"
"PowerLaw",-71.826678258075,14,24,"D5"
"Exponential",-13.2024022140575,14,24,"D6"
"PowerLaw",-49.7339801093339,14,24,"D6"
"Exponential",-5.99499703151659,14,24,"D7"
"PowerLaw",-47.2242197524211,14,24,"D7"
"Exponential",-52.062139640169,14,25,"D0"
"PowerLaw",-110.540931365766,14,25,"D0"
"Exponential",-30.3658912186764,14,25,"D1"
"PowerLaw",-83.3397425548051,14,25,"D1"
"Exponential",-25.0665331164519,14,25,"D3"
"PowerLaw",-51.458211323937,14,25,"D3"
"Exponential",-23.4860391252744,14,25,"D5"
"PowerLaw",-81.5272666473306,14,25,"D5"
"Exponential",-11.0727258960034,14,25,"D6"
"PowerLaw",-38.2128363442495,14,25,"D6"
"Exponential",-14.7900620106422,14,25,"D7"
"PowerLaw",-53.8134269887377,14,25,"D7"
"Exponential",-52.0576577415415,14,26,"D0"
"PowerLaw",-110.397567166165,14,26,"D0"
"Exponential",-30.3123599252422,14,26,"D1"
"PowerLaw",-82.8548404925226,14,26,"D1"
"Exponential",-25.5068107318904,14,26,"D3"
"PowerLaw",-51.3256939272842,14,26,"D3"
"Exponential",-22.652483648069,14,26,"D5"
"PowerLaw",-82.7920489016207,14,26,"D5"
"Exponential",-11.3817837001873,14,26,"D6"
"PowerLaw",-41.5601692948812,14,26,"D6"
"Exponential",-4.90929481731233,14,26,"D7"
"PowerLaw",-59.7714705511004,14,26,"D7"
"Exponential",-52.0405618977148,14,27,"D0"
"PowerLaw",-110.439676125181,14,27,"D0"
"Exponential",-30.3507581401747,14,27,"D1"
"PowerLaw",-83.2904696783122,14,27,"D1"
"Exponential",-25.2659428990833,14,27,"D3"
"PowerLaw",-53.7637738410383,14,27,"D3"
"Exponential",-21.6390052229828,14,27,"D5"
"PowerLaw",-60.8856167047563,14,27,"D5"
"Exponential",-10.8147324708656,14,27,"D6"
"PowerLaw",-43.1582401501328,14,27,"D6"
"Exponential",-5.95696503544252,14,27,"D7"
"PowerLaw",-58.6489593114942,14,27,"D7"
"Exponential",-52.0762905770817,14,28,"D0"
"PowerLaw",-110.722157373249,14,28,"D0"
"Exponential",-30.3462205014797,14,28,"D1"
"PowerLaw",-83.1582113845837,14,28,"D1"
"Exponential",-24.7929056545305,14,28,"D3"
"PowerLaw",-51.9479623390615,14,28,"D3"
"Exponential",-21.7268481299128,14,28,"D5"
"PowerLaw",-56.2635714089298,14,28,"D5"
"Exponential",-9.84249555895396,14,28,"D6"
"PowerLaw",-51.7863514086666,14,28,"D6"
"Exponential",-1.24369267038221,14,28,"D7"
"PowerLaw",-29.578646046845,14,28,"D7"
"Exponential",-52.0207022570103,14,29,"D0"
"PowerLaw",-109.90476941163,14,29,"D0"
"Exponential",-30.2929443301934,14,29,"D1"
"PowerLaw",-82.870315003506,14,29,"D1"
"Exponential",-24.5238296189872,14,29,"D3"
"PowerLaw",-53.4942855032243,14,29,"D3"
"Exponential",-20.3626418305404,14,29,"D5"
"PowerLaw",-60.6496785678521,14,29,"D5"
"Exponential",-11.6674453052825,14,29,"D6"
"PowerLaw",-50.4801089123219,14,29,"D6"
"Exponential",-2.96374442753394,14,29,"D7"
"PowerLaw",-41.1737509358632,14,29,"D7"
"Exponential",-51.9926896783542,14,30,"D0"
"PowerLaw",-109.842180665717,14,30,"D0"
"Exponential",-30.1434009625175,14,30,"D1"
"PowerLaw",-81.7547715755816,14,30,"D1"
"Exponential",-25.306127592714,14,30,"D3"
"PowerLaw",-53.1747312176688,14,30,"D3"
"Exponential",-23.7719699593417,14,30,"D5"
"PowerLaw",-82.8154800219665,14,30,"D5"
"Exponential",-11.505522983976,14,30,"D6"
"PowerLaw",-37.5175926299611,14,30,"D6"
"Exponential",-3.47316369216427,14,30,"D7"
"PowerLaw",-29.4460800195957,14,30,"D7"
"Exponential",-52.1430510648073,14,31,"D0"
"PowerLaw",-111.33452223195,14,31,"D0"
"Exponential",-30.5574873630971,14,31,"D1"
"PowerLaw",-84.8285278668018,14,31,"D1"
"Exponential",-24.7019304984747,14,31,"D3"
"PowerLaw",-51.9943829960938,14,31,"D3"
"Exponential",-22.6875748601421,14,31,"D5"
"PowerLaw",-86.7725670231603,14,31,"D5"
"Exponential",-12.3260222596343,14,31,"D6"
"PowerLaw",-45.544475899375,14,31,"D6"
"Exponential",-4.60403334788981,14,31,"D7"
"PowerLaw",-37.5760091935589,14,31,"D7"
"Exponential",-52.0399777664541,14,32,"D0"
"PowerLaw",-110.215134978571,14,32,"D0"
"Exponential",-30.386302045876,14,32,"D1"
"PowerLaw",-83.3251538371158,14,32,"D1"
"Exponential",-26.311323605133,14,32,"D3"
"PowerLaw",-54.7616279562277,14,32,"D3"
"Exponential",-22.83798729764,14,32,"D5"
"PowerLaw",-78.0084930048277,14,32,"D5"
"Exponential",-14.0378990901261,14,32,"D6"
"PowerLaw",-69.3677264485466,14,32,"D6"
"Exponential",-8.32758277203805,14,32,"D7"
"PowerLaw",-56.521967777874,14,32,"D7"
"Exponential",-52.0579110201136,14,33,"D0"
"PowerLaw",-110.434677381585,14,33,"D0"
"Exponential",-30.1772598134771,14,33,"D1"
"PowerLaw",-81.912248255104,14,33,"D1"
"Exponential",-25.3463354808727,14,33,"D3"
"PowerLaw",-54.3071979953448,14,33,"D3"
"Exponential",-22.6959974060069,14,33,"D5"
"PowerLaw",-75.2859595905437,14,33,"D5"
"Exponential",-11.3874220365,14,33,"D6"
"PowerLaw",-43.307176217085,14,33,"D6"
"Exponential",-2.13695693845115,14,33,"D7"
"PowerLaw",-36.5347672901195,14,33,"D7"
"Exponential",-52.1120754979221,14,34,"D0"
"PowerLaw",-110.667841104095,14,34,"D0"
"Exponential",-30.3575845657957,14,34,"D1"
"PowerLaw",-83.0833240239007,14,34,"D1"
"Exponential",-25.2388095538201,14,34,"D3"
"PowerLaw",-53.6434906469126,14,34,"D3"
"Exponential",-22.0419371261968,14,34,"D5"
"PowerLaw",-69.6247390135016,14,34,"D5"
"Exponential",-11.3591588605727,14,34,"D6"
"PowerLaw",-43.2169244712764,14,34,"D6"
"Exponential",-7.32875152777111,14,34,"D7"
"PowerLaw",-51.1088101834337,14,34,"D7"
"Exponential",-52.0203028369066,14,35,"D0"
"PowerLaw",-110.08088530757,14,35,"D0"
"Exponential",-30.3672633037112,14,35,"D1"
"PowerLaw",-83.3762307526902,14,35,"D1"
"Exponential",-25.5669941618583,14,35,"D3"
"PowerLaw",-54.6920099934202,14,35,"D3"
"Exponential",-21.7344908963905,14,35,"D5"
"PowerLaw",-63.007553768074,14,35,"D5"
"Exponential",-12.6471519296382,14,35,"D6"
"PowerLaw",-41.2142639085322,14,35,"D6"
"Exponential",-8.96646516304261,14,35,"D7"
"PowerLaw",-43.8952696155768,14,35,"D7"
"Exponential",-52.037483282753,14,36,"D0"
"PowerLaw",-110.167052431134,14,36,"D0"
"Exponential",-30.2204022419406,14,36,"D1"
"PowerLaw",-82.139886877344,14,36,"D1"
"Exponential",-25.0070509193805,14,36,"D3"
"PowerLaw",-52.086402037363,14,36,"D3"
"Exponential",-21.2759375390377,14,36,"D5"
"PowerLaw",-70.0774655027801,14,36,"D5"
"Exponential",-11.8544333667157,14,36,"D6"
"PowerLaw",-46.523891274479,14,36,"D6"
"Exponential",-10.6824933248335,14,36,"D7"
"PowerLaw",-58.0129603540067,14,36,"D7"
"Exponential",-52.1068482364341,14,37,"D0"
"PowerLaw",-110.944024174273,14,37,"D0"
"Exponential",-30.2512665731419,14,37,"D1"
"PowerLaw",-82.4021876689404,14,37,"D1"
"Exponential",-26.0109698892165,14,37,"D3"
"PowerLaw",-54.4506229025875,14,37,"D3"
"Exponential",-22.8482159027251,14,37,"D5"
"PowerLaw",-75.2746385664183,14,37,"D5"
"Exponential",-11.5361618649026,14,37,"D6"
"PowerLaw",-56.1703664880733,14,37,"D6"
"Exponential",-1.5541288099479,14,37,"D7"
"PowerLaw",-36.1723584411273,14,37,"D7"
"Exponential",-52.0961565383431,14,38,"D0"
"PowerLaw",-111.061492849334,14,38,"D0"
"Exponential",-30.2183660799537,14,38,"D1"
"PowerLaw",-82.2380094315939,14,38,"D1"
"Exponential",-24.357194901992,14,38,"D3"
"PowerLaw",-52.1334251700403,14,38,"D3"
"Exponential",-21.7228184252994,14,38,"D5"
"PowerLaw",-62.4019658851081,14,38,"D5"
"Exponential",-11.9836890057692,14,38,"D6"
"PowerLaw",-41.5300375834632,14,38,"D6"
"Exponential",-6.97627578650892,14,38,"D7"
"PowerLaw",-44.3682341752505,14,38,"D7"
"Exponential",-52.0959763880837,14,39,"D0"
"PowerLaw",-110.915607884264,14,39,"D0"
"Exponential",-30.3473062048479,14,39,"D1"
"PowerLaw",-83.1884837995677,14,39,"D1"
"Exponential",-25.0689036846022,14,39,"D3"
"PowerLaw",-53.1488843787242,14,39,"D3"
"Exponential",-23.9310281004557,14,39,"D5"
"PowerLaw",-83.1608695612506,14,39,"D5"
"Exponential",-13.4741674232985,14,39,"D6"
"PowerLaw",-67.8592421797005,14,39,"D6"
"Exponential",-6.87541483164349,14,39,"D7"
"PowerLaw",-51.23154043075,14,39,"D7"
"Exponential",-52.0904919534469,14,40,"D0"
"PowerLaw",-111.070689277242,14,40,"D0"
"Exponential",-30.2984972256904,14,40,"D1"
"PowerLaw",-82.6227541124745,14,40,"D1"
"Exponential",-24.5154192591082,14,40,"D3"
"PowerLaw",-53.6416412205797,14,40,"D3"
"Exponential",-22.3384875204439,14,40,"D5"
"PowerLaw",-64.65210149131,14,40,"D5"
"Exponential",-11.9301218296421,14,40,"D6"
"PowerLaw",-45.2704535779656,14,40,"D6"
"Exponential",-5.43994174625438,14,40,"D7"
"PowerLaw",-38.0935414855837,14,40,"D7"
"Exponential",-52.0317014594192,14,41,"D0"
"PowerLaw",-110.047982409163,14,41,"D0"
"Exponential",-30.1953845270083,14,41,"D1"
"PowerLaw",-82.1309893006149,14,41,"D1"
"Exponential",-24.4248766484893,14,41,"D3"
"PowerLaw",-52.4946885765255,14,41,"D3"
"Exponential",-23.0343449622083,14,41,"D5"
"PowerLaw",-74.4535472237466,14,41,"D5"
"Exponential",-12.4948635317441,14,41,"D6"
"PowerLaw",-48.4288239567914,14,41,"D6"
"Exponential",-4.24576371478917,14,41,"D7"
"PowerLaw",-32.4501261067952,14,41,"D7"
"Exponential",-52.0106740721821,14,42,"D0"
"PowerLaw",-109.89644587666,14,42,"D0"
"Exponential",-30.3059700625374,14,42,"D1"
"PowerLaw",-82.9223384322492,14,42,"D1"
"Exponential",-25.7826751301813,14,42,"D3"
"PowerLaw",-52.8555355382376,14,42,"D3"
"Exponential",-20.354112207991,14,42,"D5"
"PowerLaw",-60.9622833501391,14,42,"D5"
"Exponential",-12.809430258493,14,42,"D6"
"PowerLaw",-46.6485658087107,14,42,"D6"
"Exponential",-1.74687410856315,14,42,"D7"
"PowerLaw",-29.4155958798174,14,42,"D7"
"Exponential",-52.0005760364428,14,43,"D0"
"PowerLaw",-109.524838714516,14,43,"D0"
"Exponential",-30.4047746902361,14,43,"D1"
"PowerLaw",-83.4822275535368,14,43,"D1"
"Exponential",-25.207260101315,14,43,"D3"
"PowerLaw",-53.6501171659999,14,43,"D3"
"Exponential",-22.8372841488118,14,43,"D5"
"PowerLaw",-58.9669883420773,14,43,"D5"
"Exponential",-10.5600643858653,14,43,"D6"
"PowerLaw",-38.2877293146404,14,43,"D6"
"Exponential",-11.5079229883556,14,43,"D7"
"PowerLaw",-57.8963140035997,14,43,"D7"
"Exponential",-52.0581533745869,14,44,"D0"
"PowerLaw",-110.683934369294,14,44,"D0"
"Exponential",-30.270530792241,14,44,"D1"
"PowerLaw",-82.7242894026274,14,44,"D1"
"Exponential",-25.0207001403382,14,44,"D3"
"PowerLaw",-52.1397459393831,14,44,"D3"
"Exponential",-23.3406504974023,14,44,"D5"
"PowerLaw",-71.1716855005893,14,44,"D5"
"Exponential",-10.6881701564708,14,44,"D6"
"PowerLaw",-44.6540016311483,14,44,"D6"
"Exponential",-11.1507356916688,14,44,"D7"
"PowerLaw",-52.9367370410554,14,44,"D7"
"Exponential",-52.0523788827301,14,45,"D0"
"PowerLaw",-110.593052379744,14,45,"D0"
"Exponential",-30.2202415540273,14,45,"D1"
"PowerLaw",-82.1935664992034,14,45,"D1"
"Exponential",-25.2238678413147,14,45,"D3"
"PowerLaw",-52.6578621527222,14,45,"D3"
"Exponential",-23.4245970525034,14,45,"D5"
"PowerLaw",-69.6344615610999,14,45,"D5"
"Exponential",-11.7227018932082,14,45,"D6"
"PowerLaw",-49.7568225451293,14,45,"D6"
"Exponential",-5.33998362270938,14,45,"D7"
"PowerLaw",-31.9301182646654,14,45,"D7"
"Exponential",-52.112660418252,14,46,"D0"
"PowerLaw",-111.033469124389,14,46,"D0"
"Exponential",-30.4331093677346,14,46,"D1"
"PowerLaw",-83.8553546360679,14,46,"D1"
"Exponential",-25.983774690461,14,46,"D3"
"PowerLaw",-53.580924332567,14,46,"D3"
"Exponential",-21.5410683832255,14,46,"D5"
"PowerLaw",-77.5520307004427,14,46,"D5"
"Exponential",-11.0174353476373,14,46,"D6"
"PowerLaw",-38.7441768333405,14,46,"D6"
"Exponential",-6.32981108617036,14,46,"D7"
"PowerLaw",-46.5796409310239,14,46,"D7"
"Exponential",-52.0623743191927,14,47,"D0"
"PowerLaw",-110.705355842742,14,47,"D0"
"Exponential",-30.2362233511962,14,47,"D1"
"PowerLaw",-82.1718946548588,14,47,"D1"
"Exponential",-25.9165604893776,14,47,"D3"
"PowerLaw",-53.6136552311269,14,47,"D3"
"Exponential",-23.7791086891292,14,47,"D5"
"PowerLaw",-79.8560377894231,14,47,"D5"
"Exponential",-12.1406006995572,14,47,"D6"
"PowerLaw",-53.8543777436662,14,47,"D6"
