"Group","HeS","HoS","DL","HD","DR"
"D3",0.000229331498681344,0.892580545163678,0,0.00250396274106263,0.104686160596578
"D3",0,0.897743469840856,0,0.00174445168093808,0.100512078478206
"D3",0,0.888353959238167,0,0.00143286510413093,0.110213175657702
"D3",0.000322278213992734,0.901170763093408,0,0.00561343807685302,0.0928935206157465
"D3",0.000322278213992734,0.886254162224956,0,0.000394071209042438,0.113029488352009
"D3",0,0.886419447488189,0,0.00164514763092848,0.111935404880883
"D3",0,0.920711898565467,0,0.00558115442257187,0.0737069470119615
"D3",0.000129697947890247,0.879122628890411,0,0.00709597592074346,0.113651697240955
"D3",0,0.879215586020822,0,0.0101513988363101,0.110633015142868
"D3",0,0.909694269543026,0,0.00140591783637606,0.0888998126205984
"D3",0,0.891197507945096,0,0.0219383439646756,0.0868641480902282
"D3",0,0.338666011773594,0,0.000859820648365824,0.66047416757804
"D3",0.000659328058708864,0.90065921104091,0,0.00209430496307047,0.0965871559373105
"D3",0,0.891390029747484,0,0.00248857713218747,0.106121393120328
